UID,Generation,Cost,Parent_A,Parent_B
chrom_910c0851,8,14195.3812,chrom_4526dc02,chrom_903a14ff
chrom_ca5cf8b6,8,14195.3812,chrom_4526dc02,chrom_a6e7a99e
chrom_8429a3d4,8,14195.3812,chrom_4526dc02,chrom_8eb4dc85
chrom_95bf07c7,9,14040.7465,chrom_e091cd6c,chrom_336d5adb
chrom_4526dc02,1,14081.7262,chrom_b655ce47,chrom_a3f863f6
chrom_894f0234,9,14151.7154,chrom_e091cd6c,chrom_b68d0ffa
chrom_ac85fafc,9,14176.7839,chrom_914c45b5,chrom_be797f63
chrom_34d5625f,9,14176.7839,chrom_914c45b5,chrom_b68d0ffa
chrom_e51bb06c,9,14176.7839,chrom_b68d0ffa,chrom_914c45b5
chrom_acd01a8e,9,14195.3812,chrom_4526dc02,chrom_e091cd6c
chrom_64edfa48,9,14195.3812,chrom_4526dc02,chrom_be797f63
chrom_ff53a577,9,14195.3812,chrom_4526dc02,chrom_914c45b5
chrom_d7d146f3,9,14195.3812,chrom_4526dc02,chrom_8429a3d4
chrom_95bf07c7,9,14040.7465,chrom_e091cd6c,chrom_336d5adb
chrom_3cf91816,10,14040.7465,chrom_95bf07c7,chrom_64edfa48
chrom_c8bc8ca9,10,14040.7465,chrom_95bf07c7,chrom_34d5625f
chrom_b9176c97,10,14151.7154,chrom_894f0234,chrom_34d5625f
chrom_ec16343c,10,14176.7839,chrom_34d5625f,chrom_d7d146f3
chrom_bcc4eb0b,10,14176.7839,chrom_34d5625f,chrom_d7d146f3
chrom_eb7930d8,10,14176.7839,chrom_e51bb06c,chrom_acd01a8e
chrom_ce0e74c4,10,14176.7839,chrom_ac85fafc,chrom_34d5625f
chrom_634f13cd,10,14176.7839,chrom_e51bb06c,chrom_d7d146f3
chrom_61d77126,10,14195.3812,chrom_4526dc02,chrom_894f0234
chrom_95bf07c7,9,14040.7465,chrom_e091cd6c,chrom_336d5adb
chrom_4efd0226,11,14040.7465,chrom_3cf91816,chrom_c8bc8ca9
chrom_b5abc7bd,11,14040.7465,chrom_c8bc8ca9,chrom_ce0e74c4
chrom_0a5ef10e,11,14040.7465,chrom_c8bc8ca9,chrom_95bf07c7
chrom_62792f4e,11,14040.7465,chrom_c8bc8ca9,chrom_3cf91816
chrom_dcf8474b,11,14040.7465,chrom_95bf07c7,chrom_eb7930d8
chrom_8a2b3b75,11,14040.7465,chrom_95bf07c7,chrom_ce0e74c4
chrom_210c26bd,11,14040.7465,chrom_c8bc8ca9,chrom_b9176c97
chrom_04bc617b,11,14151.7154,chrom_b9176c97,chrom_eb7930d8
chrom_90006fa1,11,14176.7839,chrom_ec16343c,chrom_bcc4eb0b
chrom_eb72b775,12,14027.89,chrom_0a5ef10e,chrom_4efd0226
chrom_1c634a76,12,14033.3183,chrom_95bf07c7,chrom_0a5ef10e
chrom_95bf07c7,9,14040.7465,chrom_e091cd6c,chrom_336d5adb
chrom_b65de06a,12,14040.7465,chrom_dcf8474b,chrom_210c26bd
chrom_e1479c7a,12,14040.7465,chrom_b5abc7bd,chrom_4efd0226
chrom_a12e163b,12,14040.7465,chrom_0a5ef10e,chrom_4efd0226
chrom_bcb0f5b1,12,14040.7465,chrom_4efd0226,chrom_62792f4e
chrom_69da3b4a,12,14040.7465,chrom_210c26bd,chrom_0a5ef10e
chrom_52d6c1ff,12,14040.7465,chrom_8a2b3b75,chrom_95bf07c7
chrom_190a102f,12,14040.7465,chrom_210c26bd,chrom_62792f4e
chrom_eb72b775,12,14027.89,chrom_0a5ef10e,chrom_4efd0226
chrom_2ca66b51,13,14027.89,chrom_eb72b775,chrom_1c634a76
chrom_e65b41c9,13,14027.89,chrom_eb72b775,chrom_190a102f
chrom_8ab5945b,13,14027.89,chrom_eb72b775,chrom_1c634a76
chrom_ebbb36d7,13,14033.3183,chrom_1c634a76,chrom_b65de06a
chrom_cf802716,13,14033.3183,chrom_1c634a76,chrom_a12e163b
chrom_84be1e91,13,14040.7465,chrom_e1479c7a,chrom_95bf07c7
chrom_ef1c816a,13,14040.7465,chrom_e1479c7a,chrom_52d6c1ff
chrom_0547497b,13,14040.7465,chrom_a12e163b,chrom_69da3b4a
chrom_34711800,13,14040.7465,chrom_a12e163b,chrom_b65de06a
chrom_d81a8754,14,13673.6815,chrom_eb72b775,chrom_8ab5945b
chrom_2ed70669,14,13950.0093,chrom_eb72b775,chrom_e65b41c9
chrom_eb72b775,12,14027.89,chrom_0a5ef10e,chrom_4efd0226
chrom_15a76712,14,14027.89,chrom_2ca66b51,chrom_ebbb36d7
chrom_946adbae,14,14027.89,chrom_2ca66b51,chrom_84be1e91
chrom_d54b747a,14,14027.89,chrom_8ab5945b,chrom_ebbb36d7
chrom_8e577dc4,14,14027.89,chrom_2ca66b51,chrom_ef1c816a
chrom_32525374,14,14027.89,chrom_8ab5945b,chrom_34711800
chrom_42169288,14,14027.89,chrom_8ab5945b,chrom_cf802716
chrom_c721acef,14,14027.89,chrom_2ca66b51,chrom_e65b41c9
chrom_d81a8754,14,13673.6815,chrom_eb72b775,chrom_8ab5945b
chrom_fafb3dc9,15,13673.6815,chrom_d81a8754,chrom_2ed70669
chrom_6805bebf,15,13950.0093,chrom_2ed70669,chrom_c721acef
chrom_f92d63d1,15,13950.0093,chrom_2ed70669,chrom_946adbae
chrom_4c417714,15,13950.0093,chrom_2ed70669,chrom_eb72b775
chrom_4f9cabdd,15,14027.89,chrom_15a76712,chrom_42169288
chrom_d7fe03e8,15,14027.89,chrom_eb72b775,chrom_d54b747a
chrom_69a1c55d,15,14027.89,chrom_8e577dc4,chrom_c721acef
chrom_aa5dc757,15,14027.89,chrom_c721acef,chrom_32525374
chrom_684b6d8a,15,14027.89,chrom_946adbae,chrom_d54b747a
chrom_d81a8754,14,13673.6815,chrom_eb72b775,chrom_8ab5945b
chrom_a4e66c03,16,13673.6815,chrom_fafb3dc9,chrom_f92d63d1
chrom_93d3b612,16,13673.6815,chrom_fafb3dc9,chrom_f92d63d1
chrom_2071dc0e,16,13673.6815,chrom_fafb3dc9,chrom_6805bebf
chrom_b142bdca,16,13673.6815,chrom_d81a8754,chrom_d7fe03e8
chrom_cf5eeb53,16,13673.6815,chrom_fafb3dc9,chrom_6805bebf
chrom_0d1bee91,16,13931.412,chrom_f92d63d1,chrom_6805bebf
chrom_1288519b,16,13950.0093,chrom_6805bebf,chrom_aa5dc757
chrom_c39ffb12,16,14027.89,chrom_aa5dc757,chrom_684b6d8a
chrom_14f21246,16,14027.89,chrom_684b6d8a,chrom_4f9cabdd
chrom_54dfbdb5,17,13655.0843,chrom_cf5eeb53,chrom_2071dc0e
chrom_d81a8754,14,13673.6815,chrom_eb72b775,chrom_8ab5945b
chrom_6e4cb6b3,17,13673.6815,chrom_a4e66c03,chrom_b142bdca
chrom_71cae845,17,13673.6815,chrom_d81a8754,chrom_1288519b
chrom_c8a4b9a9,17,13673.6815,chrom_a4e66c03,chrom_cf5eeb53
chrom_4995838e,17,13673.6815,chrom_b142bdca,chrom_a4e66c03
chrom_3e1fcebb,17,13673.6815,chrom_d81a8754,chrom_cf5eeb53
chrom_f7650169,17,13673.6815,chrom_d81a8754,chrom_b142bdca
chrom_c006b2c2,17,13673.6815,chrom_d81a8754,chrom_b142bdca
chrom_858eba93,17,13673.6815,chrom_b142bdca,chrom_a4e66c03
chrom_54dfbdb5,17,13655.0843,chrom_cf5eeb53,chrom_2071dc0e
chrom_75476c47,18,13655.0843,chrom_54dfbdb5,chrom_858eba93
chrom_ad86fad0,18,13655.0843,chrom_4995838e,chrom_858eba93
chrom_f5230459,18,13673.6815,chrom_71cae845,chrom_6e4cb6b3
chrom_79502e62,18,13673.6815,chrom_c8a4b9a9,chrom_858eba93
chrom_1ebdef41,18,13673.6815,chrom_4995838e,chrom_858eba93
chrom_7bf6f960,18,13673.6815,chrom_3e1fcebb,chrom_c8a4b9a9
chrom_a2aeb47b,18,13673.6815,chrom_c006b2c2,chrom_6e4cb6b3
chrom_fc2402be,18,13673.6815,chrom_71cae845,chrom_858eba93
chrom_b6774e37,18,13673.6815,chrom_c8a4b9a9,chrom_858eba93
chrom_54dfbdb5,17,13655.0843,chrom_cf5eeb53,chrom_2071dc0e
chrom_0d9ae148,19,13655.0843,chrom_75476c47,chrom_7bf6f960
chrom_4f3758c6,19,13655.0843,chrom_54dfbdb5,chrom_b6774e37
chrom_0a3519b3,19,13655.0843,chrom_ad86fad0,chrom_75476c47
chrom_631d777d,19,13655.0843,chrom_75476c47,chrom_7bf6f960
chrom_9610898b,19,13655.0843,chrom_ad86fad0,chrom_79502e62
chrom_95739f94,19,13655.0843,chrom_ad86fad0,chrom_79502e62
chrom_8c6a0bc7,19,13673.6815,chrom_1ebdef41,chrom_f5230459
chrom_7c15edaf,19,13673.6815,chrom_a2aeb47b,chrom_7bf6f960
chrom_94970f86,19,13673.6815,chrom_f5230459,chrom_b6774e37
chrom_54dfbdb5,17,13655.0843,chrom_cf5eeb53,chrom_2071dc0e
chrom_1c265325,20,13655.0843,chrom_4f3758c6,chrom_0d9ae148
chrom_37241015,20,13655.0843,chrom_4f3758c6,chrom_95739f94
chrom_b0900a62,20,13655.0843,chrom_9610898b,chrom_0d9ae148
chrom_c00a9613,20,13655.0843,chrom_95739f94,chrom_4f3758c6
chrom_4d1f1dab,20,13655.0843,chrom_0d9ae148,chrom_631d777d
chrom_1ca96146,20,13655.0843,chrom_4f3758c6,chrom_0d9ae148
chrom_c3abcbf4,20,13655.0843,chrom_4f3758c6,chrom_54dfbdb5
chrom_07984d43,20,13655.0843,chrom_0d9ae148,chrom_95739f94
chrom_a8effcd8,20,13655.0843,chrom_0a3519b3,chrom_95739f94
