UID,Generation,Cost,Parent_A,Parent_B
chrom_02d78938,1,13287.0358,chrom_d7f545a1,chrom_d61c2fa8
chrom_aaaafd19,3,13326.2651,chrom_a0a8a8b1,chrom_a3415bd0
chrom_5db219db,3,13456.675,chrom_a50a9bf2,chrom_409a830c
chrom_df4356b6,3,13513.7882,chrom_5290a78f,chrom_a3415bd0
chrom_79fcbb45,3,13514.7195,chrom_5290a78f,chrom_121f7414
chrom_59bc12f3,3,13594.1301,chrom_5290a78f,chrom_a50a9bf2
chrom_ac9bcd53,3,13594.1301,chrom_5290a78f,chrom_a50a9bf2
chrom_687a9beb,3,13680.2093,chrom_5290a78f,chrom_a0a8a8b1
chrom_0b42f5fa,3,13702.6763,chrom_9086921a,chrom_409a830c
chrom_7c374a0b,3,13702.6763,chrom_9086921a,chrom_409a830c
chrom_02d78938,1,13287.0358,chrom_d7f545a1,chrom_d61c2fa8
chrom_f981bd57,4,13513.7882,chrom_02d78938,chrom_df4356b6
chrom_7fd7186d,4,13514.7195,chrom_02d78938,chrom_79fcbb45
chrom_b84ff3d6,4,13514.7195,chrom_02d78938,chrom_79fcbb45
chrom_c2745a2f,4,13594.1301,chrom_02d78938,chrom_59bc12f3
chrom_74fd8aca,4,13594.374,chrom_5db219db,chrom_79fcbb45
chrom_cd62d742,4,13594.374,chrom_5db219db,chrom_79fcbb45
chrom_3f82bac5,4,13605.6448,chrom_02d78938,chrom_aaaafd19
chrom_9b356542,4,13680.2093,chrom_ac9bcd53,chrom_687a9beb
chrom_736e1a11,4,13680.2093,chrom_79fcbb45,chrom_687a9beb
chrom_02d78938,1,13287.0358,chrom_d7f545a1,chrom_d61c2fa8
chrom_0b850429,5,13514.7195,chrom_02d78938,chrom_b84ff3d6
chrom_09e1e435,5,13514.7195,chrom_02d78938,chrom_b84ff3d6
chrom_fea657e0,5,13514.7195,chrom_02d78938,chrom_b84ff3d6
chrom_acf23ab6,5,13594.1301,chrom_b84ff3d6,chrom_c2745a2f
chrom_94ebea21,5,13594.1301,chrom_02d78938,chrom_c2745a2f
chrom_eb5be739,5,13594.1301,chrom_b84ff3d6,chrom_c2745a2f
chrom_4a96e179,5,13605.6448,chrom_7fd7186d,chrom_3f82bac5
chrom_475a612e,5,13605.6448,chrom_c2745a2f,chrom_3f82bac5
chrom_22732334,5,13749.8773,chrom_7fd7186d,chrom_cd62d742
chrom_02d78938,1,13287.0358,chrom_d7f545a1,chrom_d61c2fa8
chrom_3be0a9df,6,13514.7195,chrom_02d78938,chrom_0b850429
chrom_b5a8af7a,6,13514.7195,chrom_0b850429,chrom_fea657e0
chrom_e42c060a,6,13514.7195,chrom_fea657e0,chrom_09e1e435
chrom_96cafae8,6,13582.7816,chrom_eb5be739,chrom_acf23ab6
chrom_e834f830,6,13594.1301,chrom_acf23ab6,chrom_eb5be739
chrom_6fd51931,6,13594.1301,chrom_02d78938,chrom_94ebea21
chrom_4afdce2c,6,13605.6448,chrom_eb5be739,chrom_475a612e
chrom_85a6d289,6,13605.6448,chrom_09e1e435,chrom_4a96e179
chrom_3776a0dc,6,13605.6448,chrom_fea657e0,chrom_4a96e179
chrom_02d78938,1,13287.0358,chrom_d7f545a1,chrom_d61c2fa8
chrom_e8642eb2,7,13511.3025,chrom_b5a8af7a,chrom_3be0a9df
chrom_27bc4b8c,7,13514.7195,chrom_e42c060a,chrom_b5a8af7a
chrom_039bef3b,7,13514.7195,chrom_b5a8af7a,chrom_3be0a9df
chrom_296f2702,7,13514.7195,chrom_e42c060a,chrom_3be0a9df
chrom_beebaf8f,7,13594.1301,chrom_02d78938,chrom_6fd51931
chrom_759be9da,7,13594.1301,chrom_3be0a9df,chrom_96cafae8
chrom_bf1afb30,7,13594.1301,chrom_3be0a9df,chrom_e834f830
chrom_dc3c1a74,7,13594.2963,chrom_96cafae8,chrom_4afdce2c
chrom_20b9428d,7,13605.6448,chrom_6fd51931,chrom_4afdce2c
chrom_4fd437f9,8,13146.018,chrom_e8642eb2,chrom_039bef3b
chrom_02d78938,1,13287.0358,chrom_d7f545a1,chrom_d61c2fa8
chrom_7e4c68b0,8,13511.3025,chrom_e8642eb2,chrom_296f2702
chrom_d82a5499,8,13514.7195,chrom_02d78938,chrom_27bc4b8c
chrom_cdff9465,8,13514.7195,chrom_02d78938,chrom_039bef3b
chrom_c063a602,8,13590.7132,chrom_e8642eb2,chrom_bf1afb30
chrom_0cb1728d,8,13594.1301,chrom_039bef3b,chrom_759be9da
chrom_4b4959aa,8,13594.1301,chrom_27bc4b8c,chrom_beebaf8f
chrom_9beabc3c,8,13594.1301,chrom_02d78938,chrom_759be9da
chrom_db2af7fe,8,13594.1301,chrom_27bc4b8c,chrom_beebaf8f
chrom_20e08f56,9,13034.4236,chrom_4fd437f9,chrom_02d78938
chrom_4fd437f9,8,13146.018,chrom_e8642eb2,chrom_039bef3b
chrom_3b872d2b,9,13146.018,chrom_4fd437f9,chrom_cdff9465
chrom_74c126cf,9,13225.5279,chrom_4fd437f9,chrom_c063a602
chrom_8bd3f744,9,13225.5279,chrom_4fd437f9,chrom_0cb1728d
chrom_7031d4e1,9,13511.3025,chrom_7e4c68b0,chrom_d82a5499
chrom_8b7aca41,9,13514.7195,chrom_02d78938,chrom_cdff9465
chrom_8ab263bb,9,13514.7195,chrom_02d78938,chrom_d82a5499
chrom_c030ebbf,9,13514.7195,chrom_cdff9465,chrom_d82a5499
chrom_36989246,9,13594.1301,chrom_cdff9465,chrom_c063a602
chrom_20e08f56,9,13034.4236,chrom_4fd437f9,chrom_02d78938
chrom_44ad22dc,10,13116.9417,chrom_4fd437f9,chrom_8b7aca41
chrom_26488c98,10,13146.018,chrom_3b872d2b,chrom_4fd437f9
chrom_ae0fe7ff,10,13146.018,chrom_20e08f56,chrom_c030ebbf
chrom_c390284a,10,13146.018,chrom_3b872d2b,chrom_c030ebbf
chrom_8987debb,10,13146.018,chrom_4fd437f9,chrom_7031d4e1
chrom_10c06ee3,10,13146.018,chrom_3b872d2b,chrom_8b7aca41
chrom_bde54b4b,10,13225.5279,chrom_74c126cf,chrom_8bd3f744
chrom_4f544775,10,13225.5279,chrom_4fd437f9,chrom_8bd3f744
chrom_3acb290b,10,13225.5279,chrom_3b872d2b,chrom_74c126cf
chrom_20e08f56,9,13034.4236,chrom_4fd437f9,chrom_02d78938
chrom_fb62bea7,11,13116.9417,chrom_20e08f56,chrom_44ad22dc
chrom_4e08e3a1,11,13146.018,chrom_20e08f56,chrom_26488c98
chrom_d0c9b449,11,13146.018,chrom_20e08f56,chrom_26488c98
chrom_fad46669,11,13146.018,chrom_20e08f56,chrom_10c06ee3
chrom_fbc78b80,11,13146.018,chrom_ae0fe7ff,chrom_c390284a
chrom_b2a02698,11,13146.018,chrom_44ad22dc,chrom_c390284a
chrom_3e6ae49f,11,13146.018,chrom_20e08f56,chrom_c390284a
chrom_0e58c5f8,11,13146.018,chrom_44ad22dc,chrom_10c06ee3
chrom_ce7b72de,11,13225.5279,chrom_8987debb,chrom_bde54b4b
chrom_20e08f56,9,13034.4236,chrom_4fd437f9,chrom_02d78938
chrom_6733c25a,12,13116.9417,chrom_20e08f56,chrom_fb62bea7
chrom_8230010e,12,13146.018,chrom_20e08f56,chrom_fbc78b80
chrom_1ff5fade,12,13146.018,chrom_fb62bea7,chrom_b2a02698
chrom_8541dad1,12,13146.018,chrom_d0c9b449,chrom_3e6ae49f
chrom_e91e572d,12,13146.018,chrom_fb62bea7,chrom_0e58c5f8
chrom_3432504e,12,13146.018,chrom_fb62bea7,chrom_4e08e3a1
chrom_50208936,12,13146.018,chrom_b2a02698,chrom_0e58c5f8
chrom_787f941d,12,13146.018,chrom_fb62bea7,chrom_fad46669
chrom_756ce79e,12,13146.018,chrom_fad46669,chrom_b2a02698
chrom_20e08f56,9,13034.4236,chrom_4fd437f9,chrom_02d78938
chrom_35486c7e,13,13145.8887,chrom_1ff5fade,chrom_50208936
chrom_cb49de7f,13,13146.018,chrom_8541dad1,chrom_3432504e
chrom_555867a5,13,13146.018,chrom_1ff5fade,chrom_e91e572d
chrom_909629a2,13,13146.018,chrom_20e08f56,chrom_50208936
chrom_6bac8a26,13,13146.018,chrom_6733c25a,chrom_1ff5fade
chrom_718a79d1,13,13146.018,chrom_1ff5fade,chrom_8230010e
chrom_40ac5b2a,13,13146.018,chrom_1ff5fade,chrom_787f941d
chrom_57accc19,13,13146.018,chrom_1ff5fade,chrom_8230010e
chrom_5d1d4827,13,13146.018,chrom_3432504e,chrom_787f941d
chrom_898f7528,14,12969.4941,chrom_20e08f56,chrom_6bac8a26
chrom_20e08f56,9,13034.4236,chrom_4fd437f9,chrom_02d78938
chrom_3fc90785,14,13146.018,chrom_20e08f56,chrom_555867a5
chrom_1053aa9a,14,13146.018,chrom_20e08f56,chrom_57accc19
chrom_1db348a8,14,13146.018,chrom_35486c7e,chrom_555867a5
chrom_551f15a8,14,13146.018,chrom_cb49de7f,chrom_6bac8a26
chrom_1d4cb36f,14,13146.018,chrom_20e08f56,chrom_909629a2
chrom_ebae9427,14,13146.018,chrom_40ac5b2a,chrom_5d1d4827
chrom_189d97fe,14,13146.018,chrom_6bac8a26,chrom_57accc19
chrom_55d3c853,14,13146.018,chrom_35486c7e,chrom_40ac5b2a
chrom_94c4d3ff,15,12948.1232,chrom_898f7528,chrom_20e08f56
chrom_898f7528,14,12969.4941,chrom_20e08f56,chrom_6bac8a26
chrom_7fe0cf7c,15,12969.4941,chrom_898f7528,chrom_ebae9427
chrom_07c6ac0b,15,12969.4941,chrom_898f7528,chrom_1d4cb36f
chrom_3cfb55b0,15,13146.018,chrom_20e08f56,chrom_55d3c853
chrom_62dbb7e2,15,13146.018,chrom_ebae9427,chrom_1d4cb36f
chrom_9fc16877,15,13146.018,chrom_20e08f56,chrom_3fc90785
chrom_1cfc00c4,15,13146.018,chrom_1db348a8,chrom_ebae9427
chrom_780f6d63,15,13146.018,chrom_3fc90785,chrom_ebae9427
chrom_7c8e7f3d,15,13146.018,chrom_1db348a8,chrom_1d4cb36f
chrom_94c4d3ff,15,12948.1232,chrom_898f7528,chrom_20e08f56
chrom_e781f7ae,16,12969.4941,chrom_898f7528,chrom_7c8e7f3d
chrom_e0a169de,16,12969.4941,chrom_94c4d3ff,chrom_898f7528
chrom_f3cfa30c,16,12969.4941,chrom_7fe0cf7c,chrom_3cfb55b0
chrom_96669fac,16,12969.4941,chrom_94c4d3ff,chrom_1cfc00c4
chrom_a9e10035,16,12969.4941,chrom_94c4d3ff,chrom_07c6ac0b
chrom_720aa4a6,16,12969.4941,chrom_94c4d3ff,chrom_1cfc00c4
chrom_d62c92a5,16,12969.4941,chrom_94c4d3ff,chrom_7c8e7f3d
chrom_846f3bfe,16,12969.4941,chrom_07c6ac0b,chrom_898f7528
chrom_3b88329c,16,12969.4941,chrom_94c4d3ff,chrom_07c6ac0b
chrom_94c4d3ff,15,12948.1232,chrom_898f7528,chrom_20e08f56
chrom_891139bd,17,12969.4941,chrom_3b88329c,chrom_d62c92a5
chrom_d7d66269,17,12969.4941,chrom_94c4d3ff,chrom_720aa4a6
chrom_ea09b16f,17,12969.4941,chrom_e0a169de,chrom_3b88329c
chrom_89d29bf3,17,12969.4941,chrom_846f3bfe,chrom_f3cfa30c
chrom_4b7880e9,17,12969.4941,chrom_96669fac,chrom_f3cfa30c
chrom_4c403f0c,17,12969.4941,chrom_96669fac,chrom_e781f7ae
chrom_f4b2eec3,17,12969.4941,chrom_96669fac,chrom_846f3bfe
chrom_c8e50abf,17,12969.4941,chrom_94c4d3ff,chrom_f3cfa30c
chrom_a51abb8e,17,12969.4941,chrom_e781f7ae,chrom_3b88329c
chrom_94c4d3ff,15,12948.1232,chrom_898f7528,chrom_20e08f56
chrom_6bca604e,18,12969.4941,chrom_94c4d3ff,chrom_d7d66269
chrom_9ac5f206,18,12969.4941,chrom_891139bd,chrom_c8e50abf
chrom_e2c9b02d,18,12969.4941,chrom_94c4d3ff,chrom_f4b2eec3
chrom_3e2e16e8,18,12969.4941,chrom_94c4d3ff,chrom_4b7880e9
chrom_1a77247c,18,12969.4941,chrom_d7d66269,chrom_4c403f0c
chrom_004a9860,18,12969.4941,chrom_4c403f0c,chrom_891139bd
chrom_34a76702,18,12969.4941,chrom_a51abb8e,chrom_89d29bf3
chrom_d5662d38,18,12969.4941,chrom_a51abb8e,chrom_891139bd
chrom_47cc3703,18,12969.4941,chrom_89d29bf3,chrom_d7d66269
chrom_94c4d3ff,15,12948.1232,chrom_898f7528,chrom_20e08f56
chrom_2c82a2a6,19,12969.4941,chrom_e2c9b02d,chrom_47cc3703
chrom_b923c757,19,12969.4941,chrom_94c4d3ff,chrom_d5662d38
chrom_1912f0d8,19,12969.4941,chrom_3e2e16e8,chrom_004a9860
chrom_4ab28f38,19,12969.4941,chrom_3e2e16e8,chrom_47cc3703
chrom_c3f81c41,19,12969.4941,chrom_e2c9b02d,chrom_004a9860
chrom_463cb9ac,19,12969.4941,chrom_94c4d3ff,chrom_d5662d38
chrom_a63a6e60,19,12969.4941,chrom_004a9860,chrom_34a76702
chrom_7ab0b963,19,12969.4941,chrom_94c4d3ff,chrom_6bca604e
chrom_9824ea3c,19,12969.4941,chrom_94c4d3ff,chrom_34a76702
chrom_94c4d3ff,15,12948.1232,chrom_898f7528,chrom_20e08f56
chrom_0591559a,20,12969.4941,chrom_94c4d3ff,chrom_7ab0b963
chrom_6d3072fa,20,12969.4941,chrom_2c82a2a6,chrom_c3f81c41
chrom_e67340ba,20,12969.4941,chrom_2c82a2a6,chrom_c3f81c41
chrom_d482169f,20,12969.4941,chrom_4ab28f38,chrom_b923c757
chrom_01795fb0,20,12969.4941,chrom_7ab0b963,chrom_a63a6e60
chrom_b2a4014f,20,12969.4941,chrom_c3f81c41,chrom_b923c757
chrom_26ff4791,20,12969.4941,chrom_c3f81c41,chrom_9824ea3c
chrom_b17bd080,20,12969.4941,chrom_1912f0d8,chrom_a63a6e60
chrom_c1c08fcf,20,12969.4941,chrom_463cb9ac,chrom_4ab28f38
chrom_94c4d3ff,15,12948.1232,chrom_898f7528,chrom_20e08f56
chrom_a7046135,21,12959.1982,chrom_6d3072fa,chrom_c1c08fcf
chrom_caa15e79,21,12969.4941,chrom_94c4d3ff,chrom_26ff4791
chrom_3c338f6b,21,12969.4941,chrom_b2a4014f,chrom_c1c08fcf
chrom_66b53f83,21,12969.4941,chrom_01795fb0,chrom_0591559a
chrom_5f026fc4,21,12969.4941,chrom_c1c08fcf,chrom_b17bd080
chrom_bfb6c1a6,21,12969.4941,chrom_94c4d3ff,chrom_26ff4791
chrom_1ad652b0,21,12969.4941,chrom_e67340ba,chrom_b17bd080
chrom_02c5196a,21,12969.4941,chrom_e67340ba,chrom_6d3072fa
chrom_1908e2b7,21,12969.4941,chrom_94c4d3ff,chrom_e67340ba
chrom_af393bca,22,12942.3144,chrom_a7046135,chrom_5f026fc4
chrom_94c4d3ff,15,12948.1232,chrom_898f7528,chrom_20e08f56
chrom_356ea0cb,22,12959.1982,chrom_a7046135,chrom_1908e2b7
chrom_7fc42764,22,12959.1982,chrom_a7046135,chrom_66b53f83
chrom_7a1ecda7,22,12959.1982,chrom_a7046135,chrom_3c338f6b
chrom_b3497e50,22,12959.1982,chrom_a7046135,chrom_bfb6c1a6
chrom_adff5a64,22,12961.1557,chrom_caa15e79,chrom_02c5196a
chrom_8bebd12c,22,12963.5753,chrom_02c5196a,chrom_3c338f6b
chrom_f9ee9684,22,12969.4941,chrom_94c4d3ff,chrom_1ad652b0
chrom_fe0ef9d9,22,12969.4941,chrom_1ad652b0,chrom_bfb6c1a6
chrom_43e1b136,23,12920.9435,chrom_af393bca,chrom_94c4d3ff
chrom_fa510cfb,23,12920.9435,chrom_af393bca,chrom_94c4d3ff
chrom_af393bca,22,12942.3144,chrom_a7046135,chrom_5f026fc4
chrom_4205db6b,23,12942.3144,chrom_af393bca,chrom_fe0ef9d9
chrom_d153f300,23,12959.1982,chrom_356ea0cb,chrom_b3497e50
chrom_775b1224,23,12959.1982,chrom_7fc42764,chrom_adff5a64
chrom_737ac26b,23,12959.1982,chrom_356ea0cb,chrom_7fc42764
chrom_577af61d,23,12959.1982,chrom_7fc42764,chrom_b3497e50
chrom_bbdd0ef2,23,12969.4941,chrom_94c4d3ff,chrom_7fc42764
chrom_34400d8f,23,12969.4941,chrom_94c4d3ff,chrom_7a1ecda7
chrom_43e1b136,23,12920.9435,chrom_af393bca,chrom_94c4d3ff
chrom_ccb1e91d,24,12920.9435,chrom_43e1b136,chrom_fa510cfb
chrom_1ed97263,24,12942.3144,chrom_4205db6b,chrom_775b1224
chrom_21703527,24,12942.3144,chrom_fa510cfb,chrom_af393bca
chrom_2a28485b,24,12942.3144,chrom_4205db6b,chrom_737ac26b
chrom_a817c300,24,12942.3144,chrom_4205db6b,chrom_737ac26b
chrom_82421260,24,12942.3144,chrom_4205db6b,chrom_775b1224
chrom_b5753300,24,12942.3144,chrom_fa510cfb,chrom_577af61d
chrom_0a41699b,24,12942.3144,chrom_4205db6b,chrom_775b1224
chrom_562563bb,24,12959.1982,chrom_d153f300,chrom_737ac26b
chrom_43e1b136,23,12920.9435,chrom_af393bca,chrom_94c4d3ff
chrom_676ff283,25,12942.3144,chrom_ccb1e91d,chrom_21703527
chrom_dc76a281,25,12942.3144,chrom_2a28485b,chrom_82421260
chrom_a3890435,25,12942.3144,chrom_43e1b136,chrom_82421260
chrom_71267d75,25,12942.3144,chrom_43e1b136,chrom_b5753300
chrom_95fc283f,25,12942.3144,chrom_2a28485b,chrom_1ed97263
chrom_b1fc68ff,25,12942.3144,chrom_43e1b136,chrom_0a41699b
chrom_d1e8fa04,25,12942.3144,chrom_ccb1e91d,chrom_2a28485b
chrom_3b04f356,25,12942.3144,chrom_ccb1e91d,chrom_0a41699b
chrom_b1432121,25,12942.3144,chrom_43e1b136,chrom_a817c300
chrom_43e1b136,23,12920.9435,chrom_af393bca,chrom_94c4d3ff
chrom_6735f422,26,12941.0053,chrom_71267d75,chrom_95fc283f
chrom_ba787182,26,12942.3144,chrom_3b04f356,chrom_676ff283
chrom_e9801e7e,26,12942.3144,chrom_a3890435,chrom_71267d75
chrom_ab4966b3,26,12942.3144,chrom_b1fc68ff,chrom_a3890435
chrom_f4f83c36,26,12942.3144,chrom_b1fc68ff,chrom_3b04f356
chrom_fe3f834a,26,12942.3144,chrom_71267d75,chrom_a3890435
chrom_6ca0bbd8,26,12942.3144,chrom_dc76a281,chrom_3b04f356
chrom_040a7d0d,26,12942.3144,chrom_a3890435,chrom_b1fc68ff
chrom_704501fb,26,12942.3144,chrom_b1fc68ff,chrom_b1432121
chrom_c84d7db3,27,12906.3494,chrom_ba787182,chrom_040a7d0d
chrom_43e1b136,23,12920.9435,chrom_af393bca,chrom_94c4d3ff
chrom_d57da24d,27,12941.0053,chrom_6735f422,chrom_f4f83c36
chrom_201bd1b6,27,12941.0053,chrom_6735f422,chrom_040a7d0d
chrom_7245d7c9,27,12942.3144,chrom_040a7d0d,chrom_704501fb
chrom_d9173e80,27,12942.3144,chrom_43e1b136,chrom_e9801e7e
chrom_7b573b34,27,12942.3144,chrom_704501fb,chrom_6ca0bbd8
chrom_db9fa6ac,27,12942.3144,chrom_ab4966b3,chrom_f4f83c36
chrom_8990fe17,27,12942.3144,chrom_e9801e7e,chrom_ba787182
chrom_0b87e2bc,27,12942.3144,chrom_ab4966b3,chrom_e9801e7e
chrom_c84d7db3,27,12906.3494,chrom_ba787182,chrom_040a7d0d
chrom_bf63eead,28,12920.9435,chrom_c84d7db3,chrom_43e1b136
chrom_f721155f,28,12941.0053,chrom_201bd1b6,chrom_7b573b34
chrom_85570ce6,28,12941.0053,chrom_d57da24d,chrom_7245d7c9
chrom_1de589c9,28,12942.3144,chrom_43e1b136,chrom_201bd1b6
chrom_acdce46a,28,12942.3144,chrom_c84d7db3,chrom_db9fa6ac
chrom_384ab4e7,28,12942.3144,chrom_c84d7db3,chrom_d57da24d
chrom_0a5f4799,28,12942.3144,chrom_c84d7db3,chrom_7245d7c9
chrom_7ff92fc9,28,12942.3144,chrom_7245d7c9,chrom_d9173e80
chrom_795a1693,28,12942.3144,chrom_c84d7db3,chrom_d57da24d
chrom_c84d7db3,27,12906.3494,chrom_ba787182,chrom_040a7d0d
chrom_143299a6,29,12941.0053,chrom_f721155f,chrom_acdce46a
chrom_5256d997,29,12941.0053,chrom_f721155f,chrom_85570ce6
chrom_3b679c3d,29,12942.3144,chrom_7ff92fc9,chrom_384ab4e7
chrom_bd4de738,29,12942.3144,chrom_7ff92fc9,chrom_384ab4e7
chrom_4bdd8f82,29,12942.3144,chrom_bf63eead,chrom_795a1693
chrom_e073ac0e,29,12942.3144,chrom_c84d7db3,chrom_1de589c9
chrom_1d4eb1c5,29,12942.3144,chrom_c84d7db3,chrom_0a5f4799
chrom_bd3a995a,29,12942.3144,chrom_7ff92fc9,chrom_1de589c9
chrom_7f2997c4,29,12942.3144,chrom_c84d7db3,chrom_85570ce6
chrom_c84d7db3,27,12906.3494,chrom_ba787182,chrom_040a7d0d
chrom_f18e71b5,30,12941.0053,chrom_143299a6,chrom_1d4eb1c5
chrom_c335e5d4,30,12941.0053,chrom_5256d997,chrom_143299a6
chrom_1f726393,30,12941.0053,chrom_143299a6,chrom_7f2997c4
chrom_f0ae8903,30,12941.0053,chrom_5256d997,chrom_4bdd8f82
chrom_4fef5bee,30,12942.3144,chrom_3b679c3d,chrom_1d4eb1c5
chrom_79d34546,30,12942.3144,chrom_e073ac0e,chrom_bd4de738
chrom_938eee92,30,12942.3144,chrom_c84d7db3,chrom_143299a6
chrom_84ccf636,30,12942.3144,chrom_c84d7db3,chrom_bd3a995a
chrom_b98dd640,30,12942.3144,chrom_bd4de738,chrom_4bdd8f82
