route_count,total_fleet,sample_size,route_index,route_id,allocation_mean,allocation_std,allocation_cv,demand_mean,demand_std,demand_cv
38,2000,2000,26,R26_Dalipuga_Tibanga,26.00000000,4.65474668,0.17902872,2707.42857143,958.79939806,0.35413654
38,2000,2000,27,R27_Bonbonon_Palao,201.00000000,5.53774924,0.02755099,158568.57142857,7645.50283625,0.04821575
38,2000,2000,28,R28_MariaCristina_Tipanoy,39.57142857,2.99205297,0.07561145,6172.00000000,960.50281971,0.15562262
38,2000,2000,29,R29_Buruun_Tominobo,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
38,2000,2000,30,R30_Tambacan_Luinab,24.85714286,2.26778684,0.09123280,2447.71428571,453.14078544,0.18512814
38,2000,2000,31,R31_Center_Kiwalan,26.00000000,3.91578004,0.15060692,2728.14285714,786.46878060,0.28827991
38,2000,2000,32,R32_Suarez_Tibanga,20.28571429,4.64450520,0.22895448,1721.57142857,714.59775565,0.41508458
38,2000,2000,33,R33_Ditucalan_Palao,75.00000000,3.05505046,0.04073401,22097.85714286,1644.80631368,0.07443284
38,2000,2000,34,R34_UpperTominobo_Palao,70.00000000,3.00000000,0.04285714,19384.28571429,1614.65617747,0.08329717
38,2000,2000,35,R35_Buruun_Tipanoy,23.00000000,4.50924975,0.19605434,2171.42857143,781.49362487,0.35989838
38,2000,2000,36,R36_Tubod_Kiwalan,123.28571429,3.68394199,0.02988134,59669.14285714,2757.03520885,0.04620538
38,2000,2000,37,R37_Palao_SantaFilomena,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
38,2000,3000,0,R00_Tubod_Tibanga,8.71428571,1.49602648,0.17167517,472.00000000,142.46987986,0.30184297
38,2000,3000,1,R01_Tubod_Tominobo,26.14285714,1.34518542,0.05145518,4092.14285714,384.95689307,0.09407220
38,2000,3000,2,R02_Palao_Kiwalan,67.85714286,1.95180015,0.02876337,27492.28571429,1393.84189853,0.05069938
38,2000,3000,3,R03_Buruun_Palao,124.42857143,2.43975018,0.01960764,92073.71428571,3287.85739321,0.03570897
38,2000,3000,4,R04_Tambacan_Tibanga,3.00000000,1.15470054,0.38490018,60.42857143,40.21963510,0.66557316
38,2000,3000,5,R05_Tubod_Tipanoy,30.71428571,1.11269728,0.03622735,5619.85714286,405.65396936,0.07218226
38,2000,3000,6,R06_MariaCristina_Tubod,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
38,2000,3000,7,R07_Palao_Luinab,31.00000000,2.00000000,0.06451613,5695.28571429,798.71015066,0.14024058
38,2000,3000,8,R08_Dalipuga_Palao,141.85714286,2.47847880,0.01747165,119626.85714286,4822.23397153,0.04031063
38,2000,3000,9,R09_Buruun_Tubod,28.00000000,2.44948974,0.08748178,4654.57142857,836.88905221,0.17979938
38,2000,3000,10,R10_Tominobo_Tibanga,12.57142857,1.61834719,0.12873216,942.71428571,249.13564865,0.26427482
38,2000,3000,11,R11_Tipanoy_Palao,134.85714286,2.96808420,0.02200910,107998.57142857,4225.77416407,0.03912806
38,2000,3000,12,R12_Luinab_Tibanga,17.14285714,1.46385011,0.08539126,1773.00000000,317.20393020,0.17890803
38,2000,3000,13,R13_Bonbonon_Kiwalan,108.85714286,2.41029538,0.02214182,70686.85714286,2461.51358779,0.03482279
38,2000,3000,14,R14_Ditucalan_Tubod,73.00000000,1.00000000,0.01369863,31780.85714286,1204.89466048,0.03791259
38,2000,3000,15,R15_VillaVerde_Palao,10.14285714,0.89973541,0.08870631,638.14285714,85.96012365,0.13470357
38,2000,3000,16,R16_UpperTominobo_Tubod,28.28571429,2.49761791,0.08829962,4817.42857143,763.08974071,0.15840188
38,2000,3000,17,R17_BagongSilang_Palao,3.71428571,1.38013112,0.37157376,94.57142857,52.43363152,0.55443417
38,2000,3000,18,R18_SanMiguel_Tibanga,5.28571429,1.60356745,0.30337763,175.14285714,97.71459900,0.55791370
38,2000,3000,19,R19_DelCarmen_Luinab,1.42857143,1.13389342,0.79372539,12.14285714,32.12698021,2.64575131
38,2000,3000,20,R20_Pugaan_Tibanga,72.71428571,2.36038738,0.03246112,31359.42857143,1794.30142926,0.05721729
