UID,Generation,Cost,Parent_A,Parent_B
chrom_3ef5aec2,0,15695.8601,NONE,NONE
chrom_f1f840b4,0,16016.5207,NONE,NONE
chrom_dc3ecc01,0,16078.2818,NONE,NONE
chrom_fe52bf45,0,16356.3404,NONE,NONE
chrom_265e3bba,0,16391.1666,NONE,NONE
chrom_6798c2aa,0,16443.9215,NONE,NONE
chrom_8a9debdb,0,16505.8271,NONE,NONE
chrom_9e0ec167,0,16512.6115,NONE,NONE
chrom_7f1017ea,0,16976.5129,NONE,NONE
chrom_710622e5,0,17271.4881,NONE,NONE
chrom_a67ac3f0,1,15671.4491,chrom_3ef5aec2,chrom_f1f840b4
chrom_3ef5aec2,0,15695.8601,NONE,NONE
chrom_1d38c11b,1,16226.8621,chrom_f1f840b4,chrom_fe52bf45
chrom_b0b7444c,1,16329.6167,chrom_f1f840b4,chrom_dc3ecc01
chrom_53559421,1,16432.6075,chrom_f1f840b4,chrom_8a9debdb
chrom_a3ab49d9,1,16566.0051,chrom_fe52bf45,chrom_8a9debdb
chrom_e06fdc93,1,16858.1857,chrom_fe52bf45,chrom_265e3bba
chrom_5f0f2d78,1,16858.1857,chrom_fe52bf45,chrom_265e3bba
chrom_a5b471c4,1,17042.6202,chrom_fe52bf45,chrom_6798c2aa
chrom_54ecd979,1,17042.6202,chrom_fe52bf45,chrom_6798c2aa
chrom_a9de81fd,2,15596.8202,chrom_3ef5aec2,chrom_1d38c11b
chrom_a67ac3f0,1,15671.4491,chrom_3ef5aec2,chrom_f1f840b4
chrom_191fc844,2,15979.7985,chrom_a67ac3f0,chrom_5f0f2d78
chrom_32590826,2,16073.3708,chrom_a67ac3f0,chrom_1d38c11b
chrom_085ca6a7,2,16221.6546,chrom_53559421,chrom_e06fdc93
chrom_046084cb,2,16284.3455,chrom_a3ab49d9,chrom_5f0f2d78
chrom_a3d3fa53,2,16305.5046,chrom_a3ab49d9,chrom_e06fdc93
chrom_b9541d9e,2,16411.0203,chrom_a67ac3f0,chrom_53559421
chrom_6957287d,2,16411.0203,chrom_a67ac3f0,chrom_53559421
chrom_7945db33,2,16506.6961,chrom_53559421,chrom_a3ab49d9
chrom_a9de81fd,2,15596.8202,chrom_3ef5aec2,chrom_1d38c11b
chrom_fbb4e851,3,15656.1856,chrom_a9de81fd,chrom_191fc844
chrom_9419c5c9,3,15656.1856,chrom_a9de81fd,chrom_191fc844
chrom_2480d43d,3,15867.7227,chrom_191fc844,chrom_046084cb
chrom_550dbd30,3,15922.881,chrom_a67ac3f0,chrom_085ca6a7
chrom_c92d11a6,3,15922.881,chrom_a67ac3f0,chrom_085ca6a7
chrom_d3855f19,3,15979.7985,chrom_a67ac3f0,chrom_a3d3fa53
chrom_46460924,3,15979.7985,chrom_a67ac3f0,chrom_a3d3fa53
chrom_3e3a14ca,3,16220.5687,chrom_191fc844,chrom_6957287d
chrom_b62b6f38,3,16411.0203,chrom_32590826,chrom_b9541d9e
chrom_f5d8d7e4,4,15534.7534,chrom_9419c5c9,chrom_550dbd30
chrom_c3af9317,4,15551.202,chrom_a9de81fd,chrom_550dbd30
chrom_71418e3f,4,15551.202,chrom_a9de81fd,chrom_c92d11a6
chrom_a9de81fd,2,15596.8202,chrom_3ef5aec2,chrom_1d38c11b
chrom_d5d81efd,4,15596.8202,chrom_a9de81fd,chrom_2480d43d
chrom_570bea6e,4,15654.0157,chrom_fbb4e851,chrom_46460924
chrom_8e46518d,4,15656.1856,chrom_a9de81fd,chrom_fbb4e851
chrom_08e4c703,4,15656.1856,chrom_fbb4e851,chrom_46460924
chrom_14784092,4,15888.8817,chrom_2480d43d,chrom_550dbd30
chrom_c3749924,4,15979.7985,chrom_2480d43d,chrom_46460924
chrom_f5d8d7e4,4,15534.7534,chrom_9419c5c9,chrom_550dbd30
chrom_8a088cd3,5,15534.7534,chrom_f5d8d7e4,chrom_c3af9317
chrom_4bdad237,5,15534.7534,chrom_f5d8d7e4,chrom_71418e3f
chrom_0c1f23db,5,15534.7534,chrom_f5d8d7e4,chrom_c3af9317
chrom_e8a210d8,5,15596.8202,chrom_c3af9317,chrom_a9de81fd
chrom_de1e3c5d,5,15596.8202,chrom_71418e3f,chrom_a9de81fd
chrom_d06ed86b,5,15639.737,chrom_f5d8d7e4,chrom_570bea6e
chrom_749f443e,5,15654.0157,chrom_570bea6e,chrom_8e46518d
chrom_fcf2b859,5,15656.1856,chrom_71418e3f,chrom_8e46518d
chrom_c2a9dbc6,5,15656.1856,chrom_c3af9317,chrom_8e46518d
chrom_f166cf22,6,15232.6184,chrom_f5d8d7e4,chrom_e8a210d8
chrom_f5d8d7e4,4,15534.7534,chrom_9419c5c9,chrom_550dbd30
chrom_d4539c66,6,15534.7534,chrom_f5d8d7e4,chrom_0c1f23db
chrom_e2853d36,6,15534.7534,chrom_0c1f23db,chrom_4bdad237
chrom_6bab7c16,6,15534.7534,chrom_f5d8d7e4,chrom_0c1f23db
chrom_031cb86d,6,15534.7534,chrom_8a088cd3,chrom_f5d8d7e4
chrom_80b575c0,6,15580.3716,chrom_4bdad237,chrom_de1e3c5d
chrom_ee8b0834,6,15580.3716,chrom_0c1f23db,chrom_de1e3c5d
chrom_b79abe73,6,15639.737,chrom_8a088cd3,chrom_749f443e
chrom_45e9431a,6,15656.1856,chrom_e8a210d8,chrom_d06ed86b
chrom_51afeed8,7,15187.0002,chrom_f166cf22,chrom_031cb86d
chrom_f8256087,7,15187.0002,chrom_f166cf22,chrom_6bab7c16
chrom_e85b1de3,7,15187.0002,chrom_f166cf22,chrom_031cb86d
chrom_f166cf22,6,15232.6184,chrom_f5d8d7e4,chrom_e8a210d8
chrom_96adbfe1,7,15534.7534,chrom_031cb86d,chrom_e2853d36
chrom_f1b42d1b,7,15534.7534,chrom_031cb86d,chrom_d4539c66
chrom_0efab74b,7,15534.7534,chrom_e2853d36,chrom_031cb86d
chrom_e9564104,7,15534.7534,chrom_6bab7c16,chrom_d4539c66
chrom_04b53199,7,15534.7534,chrom_6bab7c16,chrom_d4539c66
chrom_c62b6612,7,15580.3716,chrom_80b575c0,chrom_ee8b0834
chrom_bc75462c,8,14941.6949,chrom_e85b1de3,chrom_04b53199
chrom_d0717467,8,15180.9091,chrom_e85b1de3,chrom_04b53199
chrom_51afeed8,7,15187.0002,chrom_f166cf22,chrom_031cb86d
chrom_385851cf,8,15187.0002,chrom_e85b1de3,chrom_f1b42d1b
chrom_8a0a7a3b,8,15187.0002,chrom_e85b1de3,chrom_04b53199
chrom_b4a66369,8,15187.0002,chrom_e85b1de3,chrom_0efab74b
chrom_aac97779,8,15187.0002,chrom_f8256087,chrom_e85b1de3
chrom_7bb3bbf2,8,15232.6184,chrom_51afeed8,chrom_f166cf22
chrom_659aee54,8,15232.6184,chrom_51afeed8,chrom_f166cf22
chrom_bbe0ccff,8,15534.7534,chrom_f1b42d1b,chrom_e9564104
chrom_bc75462c,8,14941.6949,chrom_e85b1de3,chrom_04b53199
chrom_47c2b681,9,14941.6949,chrom_bc75462c,chrom_51afeed8
chrom_1f4da725,9,14941.6949,chrom_bc75462c,chrom_b4a66369
chrom_d5393c30,9,15187.0002,chrom_b4a66369,chrom_51afeed8
chrom_b24d093b,9,15187.0002,chrom_8a0a7a3b,chrom_b4a66369
chrom_a342793b,9,15187.0002,chrom_385851cf,chrom_b4a66369
chrom_c4c11b9e,9,15187.0002,chrom_51afeed8,chrom_aac97779
chrom_ff86dc02,9,15223.9921,chrom_d0717467,chrom_659aee54
chrom_66d80b08,9,15223.9921,chrom_d0717467,chrom_659aee54
chrom_0aa1b988,9,15223.9921,chrom_d0717467,chrom_659aee54
chrom_861f1138,10,14863.3148,chrom_47c2b681,chrom_d5393c30
chrom_fc00d962,10,14932.7815,chrom_47c2b681,chrom_1f4da725
chrom_e47ed853,10,14939.7872,chrom_bc75462c,chrom_b24d093b
chrom_bc75462c,8,14941.6949,chrom_e85b1de3,chrom_04b53199
chrom_78b2fbfb,10,14941.6949,chrom_47c2b681,chrom_1f4da725
chrom_9e8e3d32,10,14941.6949,chrom_1f4da725,chrom_bc75462c
chrom_f2cd4de0,10,14941.6949,chrom_bc75462c,chrom_d5393c30
chrom_cc99e2d1,10,14941.6949,chrom_47c2b681,chrom_c4c11b9e
