UID,Generation,Cost,Parent_A,Parent_B
chrom_be70db33,3,654075.5135,chrom_0b4e5bdf,chrom_3cba6e83
chrom_7fda7e37,4,657090.4168,chrom_88b28197,chrom_ce4c50ad
chrom_4b70ed8c,4,658140.0331,chrom_4441e96e,chrom_30035751
chrom_f2304d25,4,661855.1726,chrom_0eb2d445,chrom_851c1f7f
chrom_e082a52f,4,666735.4542,chrom_9656ae86,chrom_158c4c26
chrom_33c80579,4,668740.0459,chrom_30035751,chrom_158c4c26
chrom_b8fde8b4,4,670631.1359,chrom_0b4e5bdf,chrom_ae1f78ca
chrom_de479b16,4,676139.436,chrom_158c4c26,chrom_ae1f78ca
chrom_1a42d6b3,4,680058.1681,chrom_30035751,chrom_ae1f78ca
chrom_c49fd253,4,680716.3533,chrom_30035751,chrom_f7d0c362
chrom_1a512c59,4,681237.8701,chrom_9656ae86,chrom_6075e483
chrom_a6cc6492,4,683354.5991,chrom_0b4e5bdf,chrom_9656ae86
chrom_7328f587,4,688032.469,chrom_7fe19f44,chrom_90694e26
chrom_8c748897,4,688159.3769,chrom_4441e96e,chrom_30035751
chrom_44eda5f1,4,693238.3874,chrom_116bbce8,chrom_851c1f7f
chrom_1a497e1a,4,695047.5622,chrom_9fc53474,chrom_be70db33
chrom_ac93dead,4,721887.7917,chrom_851c1f7f,chrom_90694e26
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_42f9e1c1,5,632503.1423,chrom_4b70ed8c,chrom_f2304d25
chrom_056ebdf0,4,632986.1273,chrom_0b4e5bdf,chrom_6075e483
chrom_3ad45a8b,5,635880.5992,chrom_7fda7e37,chrom_1a42d6b3
chrom_05b36dcf,5,638053.8933,chrom_56834d66,chrom_be70db33
chrom_ddf3bdb6,5,647004.242,chrom_4b70ed8c,chrom_c49fd253
chrom_da23a7ce,5,648027.7642,chrom_be70db33,chrom_8c748897
chrom_56834d66,4,649795.6319,chrom_0eb2d445,chrom_f7d0c362
chrom_fe105988,5,652274.6784,chrom_56834d66,chrom_9fc53474
chrom_f9db5902,5,654075.84,chrom_4b70ed8c,chrom_1a512c59
chrom_43baf313,5,655494.8084,chrom_be70db33,chrom_7328f587
chrom_d698a02e,5,659540.0771,chrom_be70db33,chrom_c49fd253
chrom_62b73a36,5,661255.4094,chrom_e082a52f,chrom_1a497e1a
chrom_e011798c,5,661946.3728,chrom_4b70ed8c,chrom_33c80579
chrom_1e669d19,5,668843.6976,chrom_7fda7e37,chrom_e082a52f
chrom_c2929894,5,669248.8312,chrom_f2304d25,chrom_44eda5f1
chrom_99e13fc7,5,681194.3957,chrom_1a42d6b3,chrom_7328f587
chrom_3bca8d40,5,682615.9387,chrom_f2304d25,chrom_33c80579
chrom_7a64ec52,5,685112.733,chrom_9fc53474,chrom_be70db33
chrom_dba95f7a,5,685440.8876,chrom_7328f587,chrom_44eda5f1
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_42f9e1c1,5,632503.1423,chrom_4b70ed8c,chrom_f2304d25
chrom_1d66fac0,6,638608.1919,chrom_42f9e1c1,chrom_f9db5902
chrom_65fb1200,6,638774.1386,chrom_43baf313,chrom_1e669d19
chrom_2fb06870,6,649753.732,chrom_42f9e1c1,chrom_056ebdf0
chrom_858bba89,6,652685.2316,chrom_43baf313,chrom_1e669d19
chrom_fc346c3b,6,657347.1974,chrom_56834d66,chrom_d698a02e
chrom_1be5782c,6,659536.9553,chrom_3ad45a8b,chrom_e011798c
chrom_2c778c2b,6,661539.6788,chrom_e011798c,chrom_3bca8d40
chrom_5abe42d9,6,662488.4729,chrom_056ebdf0,chrom_62b73a36
chrom_91d11f9b,6,664246.2137,chrom_42f9e1c1,chrom_f9db5902
chrom_7b3030bd,6,666782.9656,chrom_056ebdf0,chrom_da23a7ce
chrom_d2797391,6,668172.3306,chrom_719294a1,chrom_05b36dcf
chrom_9863c71e,6,668339.7142,chrom_fe105988,chrom_62b73a36
chrom_cd3479c5,6,674453.2545,chrom_719294a1,chrom_ddf3bdb6
chrom_8bedcca4,6,676721.1715,chrom_da23a7ce,chrom_56834d66
chrom_f0c75fe2,6,677109.8964,chrom_da23a7ce,chrom_f9db5902
chrom_d1c505c9,6,680854.1344,chrom_da23a7ce,chrom_c2929894
chrom_62b92513,6,693250.874,chrom_3ad45a8b,chrom_d698a02e
chrom_4f945264,6,700931.12,chrom_43baf313,chrom_d698a02e
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_42f9e1c1,5,632503.1423,chrom_4b70ed8c,chrom_f2304d25
chrom_6c291110,7,644197.5457,chrom_1d66fac0,chrom_7b3030bd
chrom_40a7e7fa,7,647175.1917,chrom_91d11f9b,chrom_cd3479c5
chrom_8d799b6f,7,647361.6468,chrom_65fb1200,chrom_fc346c3b
chrom_3a4a5020,7,654210.4204,chrom_2c778c2b,chrom_7b3030bd
chrom_2e8b51fe,7,654402.1855,chrom_719294a1,chrom_d2797391
chrom_1c2edcd2,7,656416.7551,chrom_65fb1200,chrom_1be5782c
chrom_d00615fe,7,659309.5197,chrom_65fb1200,chrom_9863c71e
chrom_fccfe0c4,7,661100.5934,chrom_1d66fac0,chrom_2fb06870
chrom_2c317bf8,7,667667.6832,chrom_719294a1,chrom_42f9e1c1
chrom_69c1f2ee,7,672480.9325,chrom_858bba89,chrom_7b3030bd
chrom_5fb3e446,7,673051.8737,chrom_5abe42d9,chrom_91d11f9b
chrom_625f1619,7,679733.8673,chrom_1be5782c,chrom_cd3479c5
chrom_a63f45ca,7,682548.9059,chrom_719294a1,chrom_5abe42d9
chrom_7f0aa4be,7,682707.6562,chrom_719294a1,chrom_fc346c3b
chrom_3cb0b8b7,7,684503.8569,chrom_858bba89,chrom_cd3479c5
chrom_17d569ce,7,692455.0215,chrom_1be5782c,chrom_91d11f9b
chrom_cda802ab,7,692890.9243,chrom_7b3030bd,chrom_cd3479c5
chrom_5c219781,7,702341.5736,chrom_719294a1,chrom_2fb06870
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_21a80824,8,630280.934,chrom_40a7e7fa,chrom_3a4a5020
chrom_42f9e1c1,5,632503.1423,chrom_4b70ed8c,chrom_f2304d25
chrom_753d649a,8,641002.9323,chrom_6c291110,chrom_d00615fe
chrom_5227ecac,8,655741.8745,chrom_3a4a5020,chrom_fccfe0c4
chrom_3fa74089,8,656734.1786,chrom_42f9e1c1,chrom_8d799b6f
chrom_8f68de0b,8,657911.6012,chrom_625f1619,chrom_a63f45ca
chrom_69c87402,8,659176.7911,chrom_6c291110,chrom_3a4a5020
chrom_69c67da5,8,660659.9408,chrom_8d799b6f,chrom_7f0aa4be
chrom_4028f596,8,665717.175,chrom_69c1f2ee,chrom_5fb3e446
chrom_417af810,8,668645.6698,chrom_8d799b6f,chrom_2c317bf8
chrom_98ae6b32,8,670883.6995,chrom_6c291110,chrom_d00615fe
chrom_2d89c328,8,676105.6365,chrom_719294a1,chrom_8d799b6f
chrom_48fe5aa9,8,676425.5481,chrom_6c291110,chrom_2c317bf8
chrom_d4cdc646,8,679547.986,chrom_40a7e7fa,chrom_8d799b6f
chrom_4d467f88,8,679716.795,chrom_40a7e7fa,chrom_8d799b6f
chrom_f5481949,8,679791.7056,chrom_8d799b6f,chrom_625f1619
chrom_6ea4a647,8,681663.0808,chrom_a63f45ca,chrom_17d569ce
chrom_471516e7,8,684371.753,chrom_6c291110,chrom_2e8b51fe
chrom_eeeaf155,8,698363.7989,chrom_69c1f2ee,chrom_3cb0b8b7
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_21a80824,8,630280.934,chrom_40a7e7fa,chrom_3a4a5020
chrom_d9264354,9,649362.9155,chrom_3fa74089,chrom_48fe5aa9
chrom_8184f651,9,650137.4699,chrom_3fa74089,chrom_f5481949
chrom_823c89df,9,650352.011,chrom_753d649a,chrom_3fa74089
chrom_679d76a7,9,656568.6513,chrom_5227ecac,chrom_d4cdc646
chrom_6d1bfe1c,9,657536.5181,chrom_42f9e1c1,chrom_69c87402
chrom_f4fcfff4,9,657598.351,chrom_21a80824,chrom_8f68de0b
chrom_a02b85a8,9,658634.0769,chrom_719294a1,chrom_98ae6b32
chrom_0aa8cf72,9,662007.134,chrom_42f9e1c1,chrom_417af810
chrom_dd386997,9,664818.7272,chrom_42f9e1c1,chrom_d4cdc646
chrom_8c79dde8,9,666318.9521,chrom_5227ecac,chrom_48fe5aa9
chrom_49f73202,9,671833.6544,chrom_21a80824,chrom_3fa74089
chrom_f3269c3b,9,674927.7404,chrom_42f9e1c1,chrom_48fe5aa9
chrom_470a724e,9,676515.5681,chrom_42f9e1c1,chrom_48fe5aa9
chrom_cd92b500,9,678304.5671,chrom_21a80824,chrom_8f68de0b
chrom_9fec24b5,9,683499.6428,chrom_719294a1,chrom_69c87402
chrom_f67af460,9,685781.6001,chrom_5227ecac,chrom_8f68de0b
chrom_c03cee78,9,688398.2314,chrom_3fa74089,chrom_2d89c328
chrom_470c5f58,9,692083.3853,chrom_719294a1,chrom_69c67da5
chrom_fab7779c,10,614660.0532,chrom_6d1bfe1c,chrom_f4fcfff4
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_21a80824,8,630280.934,chrom_40a7e7fa,chrom_3a4a5020
chrom_13640230,10,638307.6983,chrom_823c89df,chrom_8c79dde8
chrom_a4c64e4a,10,645069.9597,chrom_dd386997,chrom_8c79dde8
chrom_b4accc51,10,646020.2285,chrom_dd386997,chrom_49f73202
chrom_1cc3c019,10,648871.7167,chrom_8184f651,chrom_823c89df
chrom_a4c74a80,10,649888.0892,chrom_8184f651,chrom_f3269c3b
chrom_8b794c60,10,659273.8394,chrom_cd92b500,chrom_9fec24b5
chrom_9bb311f5,10,660548.1111,chrom_a02b85a8,chrom_f3269c3b
chrom_1f79234f,10,663553.8907,chrom_719294a1,chrom_823c89df
chrom_52847696,10,665020.6799,chrom_823c89df,chrom_f4fcfff4
chrom_93c6ed78,10,665409.3962,chrom_d9264354,chrom_f67af460
chrom_92d5c922,10,665703.4538,chrom_8184f651,chrom_470a724e
chrom_adee87a6,10,673119.0024,chrom_719294a1,chrom_679d76a7
chrom_370dddce,10,674606.1355,chrom_dd386997,chrom_cd92b500
chrom_49a8f2a5,10,678112.0452,chrom_719294a1,chrom_cd92b500
chrom_cfacca18,10,688085.8318,chrom_8184f651,chrom_a02b85a8
chrom_2fd26466,10,698395.1351,chrom_823c89df,chrom_470a724e
chrom_c234f462,10,709947.7476,chrom_dd386997,chrom_9fec24b5
chrom_fab7779c,10,614660.0532,chrom_6d1bfe1c,chrom_f4fcfff4
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_e6182377,11,642906.7289,chrom_13640230,chrom_b4accc51
chrom_b920f2fe,11,644440.0308,chrom_719294a1,chrom_a4c64e4a
chrom_b403c152,11,647968.8782,chrom_719294a1,chrom_a4c64e4a
chrom_fecc3817,11,652998.4053,chrom_1cc3c019,chrom_1f79234f
chrom_ab313176,11,653783.1452,chrom_52847696,chrom_93c6ed78
chrom_e51eaf5b,11,660562.9608,chrom_13640230,chrom_a4c74a80
chrom_8baedc71,11,662679.8913,chrom_b4accc51,chrom_1f79234f
chrom_e125699a,11,665086.8829,chrom_a4c64e4a,chrom_b4accc51
chrom_6776b0a1,11,665448.3335,chrom_13640230,chrom_93c6ed78
chrom_15bd3602,11,669632.9521,chrom_52847696,chrom_adee87a6
chrom_d340b7c5,11,669848.4363,chrom_8b794c60,chrom_1f79234f
chrom_79b85b77,11,672159.734,chrom_1cc3c019,chrom_93c6ed78
chrom_7474795f,11,675878.6182,chrom_719294a1,chrom_a4c74a80
chrom_1fed5d3e,11,676503.9626,chrom_b4accc51,chrom_93c6ed78
chrom_f40063a5,11,684392.8331,chrom_13640230,chrom_1cc3c019
chrom_85ba172f,11,688290.6863,chrom_719294a1,chrom_21a80824
chrom_ecc69a54,11,688333.5752,chrom_b4accc51,chrom_8b794c60
chrom_239b7d01,11,693993.5547,chrom_719294a1,chrom_8b794c60
chrom_fab7779c,10,614660.0532,chrom_6d1bfe1c,chrom_f4fcfff4
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_5a34d2a9,12,653334.3912,chrom_6776b0a1,chrom_79b85b77
chrom_5a2a93b4,12,655052.4378,chrom_e125699a,chrom_d340b7c5
chrom_52c813dd,12,655269.6192,chrom_fab7779c,chrom_8baedc71
chrom_3af19160,12,658671.1561,chrom_fab7779c,chrom_b403c152
chrom_9da80ba8,12,659006.2096,chrom_b403c152,chrom_e51eaf5b
chrom_65a95f89,12,660713.844,chrom_ab313176,chrom_1fed5d3e
chrom_09dcd846,12,662365.7592,chrom_b403c152,chrom_ab313176
chrom_05022c68,12,663263.9842,chrom_e51eaf5b,chrom_8baedc71
chrom_ab52434b,12,664512.0513,chrom_b403c152,chrom_8baedc71
chrom_4e7def18,12,665071.8419,chrom_fab7779c,chrom_ab313176
chrom_5e6c8371,12,665611.153,chrom_d340b7c5,chrom_7474795f
chrom_36336c42,12,666651.9895,chrom_ab313176,chrom_15bd3602
chrom_776a303d,12,667530.5723,chrom_719294a1,chrom_e51eaf5b
chrom_2f87adf6,12,668905.5131,chrom_b920f2fe,chrom_15bd3602
chrom_6930bdde,12,672439.5819,chrom_e6182377,chrom_b920f2fe
chrom_bde8262b,12,683858.6532,chrom_719294a1,chrom_15bd3602
chrom_3c698553,12,683955.7043,chrom_b920f2fe,chrom_b403c152
chrom_20eb9053,12,700258.1242,chrom_8baedc71,chrom_6776b0a1
chrom_fab7779c,10,614660.0532,chrom_6d1bfe1c,chrom_f4fcfff4
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_e1f941b0,13,633021.5329,chrom_fab7779c,chrom_5a34d2a9
chrom_d1d24dd6,13,648690.6164,chrom_05022c68,chrom_5e6c8371
chrom_bf0beea6,13,650733.9694,chrom_5a2a93b4,chrom_9da80ba8
chrom_26662372,13,652832.2115,chrom_65a95f89,chrom_09dcd846
chrom_c5d58294,13,652898.2233,chrom_fab7779c,chrom_5a34d2a9
chrom_3ca5b544,13,653234.462,chrom_36336c42,chrom_6930bdde
chrom_3be63665,13,653739.2256,chrom_5a34d2a9,chrom_5e6c8371
chrom_792d80ce,13,654980.8602,chrom_ab52434b,chrom_776a303d
chrom_9db703ad,13,657228.686,chrom_719294a1,chrom_5a2a93b4
chrom_142eb320,13,665708.3756,chrom_05022c68,chrom_4e7def18
chrom_cfbbdb22,13,671857.1464,chrom_719294a1,chrom_776a303d
chrom_3a8a7b5d,13,672902.6028,chrom_719294a1,chrom_ab52434b
chrom_bda9deae,13,675009.0863,chrom_fab7779c,chrom_52c813dd
chrom_4cf75598,13,676635.1056,chrom_9da80ba8,chrom_4e7def18
chrom_af9b0728,13,679974.1005,chrom_719294a1,chrom_09dcd846
chrom_01ee8f95,13,683003.3916,chrom_05022c68,chrom_36336c42
chrom_b03d00f9,13,684616.5443,chrom_5a2a93b4,chrom_09dcd846
chrom_91819f7c,13,697381.6681,chrom_719294a1,chrom_4e7def18
chrom_fab7779c,10,614660.0532,chrom_6d1bfe1c,chrom_f4fcfff4
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_bbb7dae3,14,643893.81,chrom_e1f941b0,chrom_792d80ce
chrom_cac49cb1,14,646551.9039,chrom_c5d58294,chrom_3be63665
chrom_575fe81a,14,647514.4599,chrom_d1d24dd6,chrom_c5d58294
chrom_7ba4cad0,14,648147.9935,chrom_26662372,chrom_3be63665
chrom_8ec96937,14,655812.4093,chrom_792d80ce,chrom_142eb320
chrom_f3aa78ef,14,659547.1282,chrom_fab7779c,chrom_e1f941b0
chrom_03997807,14,660476.2947,chrom_3ca5b544,chrom_792d80ce
chrom_d749a93f,14,661423.582,chrom_fab7779c,chrom_3be63665
chrom_a46e2848,14,663647.73,chrom_3be63665,chrom_792d80ce
chrom_3fe75234,14,669329.7559,chrom_cfbbdb22,chrom_bda9deae
chrom_15e1e034,14,672028.8721,chrom_bda9deae,chrom_4cf75598
chrom_2ab8cbb8,14,673551.8223,chrom_bf0beea6,chrom_792d80ce
chrom_009073ea,14,678294.7854,chrom_3ca5b544,chrom_3be63665
chrom_d35ddb39,14,680690.9348,chrom_e1f941b0,chrom_26662372
chrom_afc24056,14,680868.9056,chrom_bf0beea6,chrom_792d80ce
chrom_a4546c86,14,684893.9948,chrom_719294a1,chrom_3ca5b544
chrom_b8fbd993,14,685795.6954,chrom_bf0beea6,chrom_792d80ce
chrom_0e6dfafe,14,691678.1134,chrom_719294a1,chrom_9db703ad
chrom_fab7779c,10,614660.0532,chrom_6d1bfe1c,chrom_f4fcfff4
chrom_ea6e8684,15,620402.5598,chrom_03997807,chrom_a46e2848
chrom_719294a1,5,623023.337,chrom_7fda7e37,chrom_33c80579
chrom_78ea9141,15,631860.5327,chrom_7ba4cad0,chrom_009073ea
chrom_57bbfe32,15,642797.4832,chrom_bbb7dae3,chrom_d35ddb39
chrom_3c5493aa,15,647149.1468,chrom_719294a1,chrom_7ba4cad0
chrom_3449dc45,15,654891.7478,chrom_cac49cb1,chrom_f3aa78ef
chrom_b39c354b,15,658438.8095,chrom_d749a93f,chrom_b8fbd993
chrom_70229904,15,661684.1791,chrom_f3aa78ef,chrom_d749a93f
chrom_fb70c4c6,15,665853.0066,chrom_f3aa78ef,chrom_a4546c86
chrom_9b899580,15,668297.2617,chrom_719294a1,chrom_2ab8cbb8
chrom_b257ecfd,15,668997.1231,chrom_f3aa78ef,chrom_15e1e034
chrom_d2ff43d0,15,669263.0806,chrom_7ba4cad0,chrom_8ec96937
chrom_97481587,15,673607.5596,chrom_cac49cb1,chrom_8ec96937
chrom_c52a92f5,15,674602.7961,chrom_d749a93f,chrom_3fe75234
chrom_cead1d45,15,675751.2926,chrom_fab7779c,chrom_03997807
chrom_c4458524,15,676670.802,chrom_fab7779c,chrom_3fe75234
chrom_847a42a3,15,676717.561,chrom_f3aa78ef,chrom_03997807
chrom_3d62e546,15,677238.3274,chrom_719294a1,chrom_8ec96937
chrom_870ce7e1,15,680711.6308,chrom_575fe81a,chrom_7ba4cad0
chrom_fab7779c,10,614660.0532,chrom_6d1bfe1c,chrom_f4fcfff4
chrom_ea6e8684,15,620402.5598,chrom_03997807,chrom_a46e2848
chrom_00d38157,16,643523.2044,chrom_3449dc45,chrom_b257ecfd
chrom_433b2993,16,643802.4956,chrom_ea6e8684,chrom_b39c354b
chrom_25306311,16,644528.3067,chrom_57bbfe32,chrom_3449dc45
chrom_71e147d2,16,651970.6797,chrom_57bbfe32,chrom_847a42a3
chrom_6ff3e209,16,656640.0917,chrom_b39c354b,chrom_d2ff43d0
chrom_8fe20b7f,16,659808.4833,chrom_fb70c4c6,chrom_c4458524
chrom_b540f2e4,16,660588.5062,chrom_ea6e8684,chrom_c4458524
chrom_49e584d0,16,665352.9356,chrom_ea6e8684,chrom_b257ecfd
chrom_fdac7525,16,667395.3723,chrom_57bbfe32,chrom_3c5493aa
chrom_26088db8,16,668898.0157,chrom_fb70c4c6,chrom_9b899580
chrom_aac15c53,16,675296.1561,chrom_719294a1,chrom_3449dc45
chrom_87a2041b,16,676795.0761,chrom_fb70c4c6,chrom_b257ecfd
chrom_2aa67a2c,16,677885.6235,chrom_3449dc45,chrom_cead1d45
chrom_7e12d00f,16,683290.651,chrom_97481587,chrom_cead1d45
chrom_e8c37d84,16,689224.2024,chrom_719294a1,chrom_70229904
chrom_4d416686,16,689505.6935,chrom_3c5493aa,chrom_97481587
chrom_5bf92110,16,690255.9272,chrom_fab7779c,chrom_97481587
chrom_0a64e6cb,16,714412.3862,chrom_719294a1,chrom_3449dc45
chrom_fab7779c,10,614660.0532,chrom_6d1bfe1c,chrom_f4fcfff4
chrom_ea6e8684,15,620402.5598,chrom_03997807,chrom_a46e2848
chrom_dcbf4fa7,17,646530.5753,chrom_6ff3e209,chrom_26088db8
chrom_9da12109,17,647115.4556,chrom_aac15c53,chrom_7e12d00f
chrom_cbe8db5c,17,647667.6576,chrom_fab7779c,chrom_6ff3e209
chrom_e6a3a3d3,17,654545.5799,chrom_fab7779c,chrom_433b2993
chrom_630cd606,17,656027.7338,chrom_433b2993,chrom_8fe20b7f
chrom_032b5a0b,17,656531.3201,chrom_8fe20b7f,chrom_49e584d0
chrom_aabaafc1,17,658167.0104,chrom_433b2993,chrom_7e12d00f
chrom_815cba2c,17,658475.8359,chrom_6ff3e209,chrom_aac15c53
chrom_4a5e92cc,17,661979.886,chrom_433b2993,chrom_aac15c53
chrom_6dbcc7e9,17,663253.5721,chrom_ea6e8684,chrom_49e584d0
chrom_3d8b8a73,17,663679.4797,chrom_71e147d2,chrom_aac15c53
chrom_a2fb9ba5,17,663900.965,chrom_ea6e8684,chrom_71e147d2
chrom_72e454d9,17,667748.9136,chrom_433b2993,chrom_25306311
chrom_69bc614d,17,668053.5197,chrom_ea6e8684,chrom_8fe20b7f
chrom_72fb657f,17,671266.4073,chrom_71e147d2,chrom_b540f2e4
chrom_75d6767f,17,687203.3796,chrom_aac15c53,chrom_2aa67a2c
chrom_5e297593,17,689243.6564,chrom_fab7779c,chrom_6ff3e209
chrom_f79174fe,17,695373.5082,chrom_b540f2e4,chrom_fdac7525
chrom_fab7779c,10,614660.0532,chrom_6d1bfe1c,chrom_f4fcfff4
chrom_ea6e8684,15,620402.5598,chrom_03997807,chrom_a46e2848
chrom_07a099ab,18,640753.3207,chrom_ea6e8684,chrom_e6a3a3d3
chrom_e8524981,18,645997.1307,chrom_4a5e92cc,chrom_72e454d9
chrom_fc1fea90,18,658728.9118,chrom_dcbf4fa7,chrom_630cd606
chrom_16ee5318,18,663144.7047,chrom_3d8b8a73,chrom_75d6767f
