UID,Generation,Cost,Parent_A,Parent_B
chrom_85c887fc,0,14052.3979,NONE,NONE
chrom_15456f64,0,14456.5484,NONE,NONE
chrom_1e792774,0,14686.2691,NONE,NONE
chrom_85c887fc,0,14052.3979,NONE,NONE
chrom_15456f64,0,14456.5484,NONE,NONE
chrom_87a5a2b3,1,17972.4889,chrom_85c887fc,chrom_15456f64
chrom_85c887fc,0,14052.3979,NONE,NONE
chrom_15456f64,0,14456.5484,NONE,NONE
chrom_fa5a6802,2,15657.4811,chrom_85c887fc,chrom_15456f64
