Best_Parent,Worst_Parent,Child_Cost,Status
379.3911865804623,1804.0670833908637,906.8549127944148,Interpolation (In between)
379.4444327332632,1804.0670833908637,941.2299566429158,Interpolation (In between)
379.5412686961464,621.9077947201502,307.4361581333069,Synergy (Better than both)
379.59929477956155,592.0509992822365,693.8082896025659,Destructive (Worse than both)
380.14336458909355,596.1373671888341,637.4284375408365,Destructive (Worse than both)
380.32951094993905,527.1640360157089,528.7306485306236,Destructive (Worse than both)
380.37848419413695,1804.0670833908637,869.2191910767378,Interpolation (In between)
380.8827794851017,499.19919751486447,469.8789663429847,Interpolation (In between)
381.4236077335322,742.8414271105693,651.8266811974834,Interpolation (In between)
381.60276497672487,556.8786686939458,550.643257445852,Interpolation (In between)
381.8736826812552,529.5183887800387,412.9036192179994,Interpolation (In between)
382.04953220068995,1804.0670833908637,879.4344191668752,Interpolation (In between)
382.3340136307785,733.8102108016166,669.0757845100065,Interpolation (In between)
382.7106878874739,1804.0670833908637,961.1808531131591,Interpolation (In between)
382.8761365572414,1804.0670833908637,958.740911260071,Interpolation (In between)
383.07222012279124,1804.0670833908637,980.9278967364523,Interpolation (In between)
383.33001494943784,522.6451094038912,370.55787407862863,Synergy (Better than both)
383.4768417949849,1804.0670833908637,867.2222181337213,Interpolation (In between)
383.50012640322285,552.0014567064778,294.95345839293145,Synergy (Better than both)
384.17584540639746,1804.0670833908637,839.1194046875121,Interpolation (In between)
384.2268242043224,1804.0670833908637,993.0478802021642,Interpolation (In between)
384.34240004440653,1804.0670833908637,942.8527191541025,Interpolation (In between)
385.69504848014753,646.4138950557603,598.6102023562196,Interpolation (In between)
385.98749276652217,1804.0670833908637,966.6245562555807,Interpolation (In between)
386.2964213926428,770.7711136112662,466.864569582851,Interpolation (In between)
386.43592836426393,1804.0670833908637,963.2663053879423,Interpolation (In between)
386.6383273884072,1804.0670833908637,911.8144978442033,Interpolation (In between)
386.8368783242302,462.54413577634375,405.14361242502264,Interpolation (In between)
386.9176641767493,1804.0670833908637,876.9183531218299,Interpolation (In between)
387.11000547626776,1804.0670833908637,923.0116892487099,Interpolation (In between)
387.728698186575,429.2654925886793,400.7013975630675,Interpolation (In between)
387.9887464323805,434.1907709005827,400.9889547436994,Interpolation (In between)
388.19156146741824,412.32154046937364,337.07286686573684,Synergy (Better than both)
388.35020763355885,498.81220757460085,523.567447025573,Destructive (Worse than both)
389.39855207137043,1804.0670833908637,1005.3549453661416,Interpolation (In between)
389.4097017277438,1804.0670833908637,943.9606161445288,Interpolation (In between)
389.83352299366265,1804.0670833908637,1075.547696446253,Interpolation (In between)
390.0011621394602,1804.0670833908637,961.967595243746,Interpolation (In between)
390.05232243194666,442.7260814794679,273.010313682783,Synergy (Better than both)
390.50674046649885,432.767134495622,392.2432699085783,Interpolation (In between)
390.7373707857769,1804.0670833908637,924.1399433489798,Interpolation (In between)
390.84861814726514,839.6432987398782,665.4906038367451,Interpolation (In between)
391.0630609865012,594.179124466792,513.7042449853509,Interpolation (In between)
391.3394616552898,535.6528758309515,331.6409166540725,Synergy (Better than both)
391.6271752346281,1804.0670833908637,975.9815245669041,Interpolation (In between)
392.0502105777209,473.7978744280856,327.98395061664735,Synergy (Better than both)
392.30505485840325,723.4285382329742,840.0548132277706,Destructive (Worse than both)
392.4738383414226,975.7641697906743,396.6638457669477,Interpolation (In between)
392.4807291268336,617.840200980954,381.24800802025305,Synergy (Better than both)
392.5525171258385,1804.0670833908637,1030.4946889042594,Interpolation (In between)
393.05259769745686,532.4302390019923,359.4276556982706,Synergy (Better than both)
393.0845674183512,1804.0670833908637,935.7092489090096,Interpolation (In between)
393.6985671111088,676.3818491782318,386.9969828850094,Synergy (Better than both)
394.12937702192517,1804.0670833908637,1030.2412318196898,Interpolation (In between)
394.24932880826515,641.0441392141299,366.62790422938826,Synergy (Better than both)
394.5031925576058,465.6026989670031,471.5826915606111,Destructive (Worse than both)
394.5818067291035,402.3541201377544,321.47425030822217,Synergy (Better than both)
394.95290499577834,1804.0670833908637,893.1219744457904,Interpolation (In between)
394.95959498968705,608.5538622448412,473.5060805378205,Interpolation (In between)
395.1328972578059,1804.0670833908637,993.2066631142864,Interpolation (In between)
395.60257765401695,448.6680510716401,446.2856246363529,Interpolation (In between)
395.7695509658661,634.6606314364951,552.086861280357,Interpolation (In between)
395.96694613409977,1804.0670833908637,884.7582776294994,Interpolation (In between)
396.37345899583806,466.6132879777891,404.6179197328455,Interpolation (In between)
396.57000436485447,1804.0670833908637,974.938368878554,Interpolation (In between)
397.76734956060636,789.3981730823593,627.6228603813596,Interpolation (In between)
398.3231871123551,427.34819911675464,395.9095513106301,Synergy (Better than both)
398.89138889445223,1804.0670833908637,949.6890056104082,Interpolation (In between)
399.0645272515054,535.2625065736847,433.71021995296985,Interpolation (In between)
399.3726588635958,1804.0670833908637,891.6412135803959,Interpolation (In between)
399.5067673104613,529.4361231049154,415.1875259558864,Interpolation (In between)
400.08681226440365,1804.0670833908637,863.2837638259452,Interpolation (In between)
400.13835790271435,1804.0670833908637,945.7347054404236,Interpolation (In between)
400.9182909940091,479.4120820967804,402.4820222412627,Interpolation (In between)
401.3084458989781,1804.0670833908637,989.3771603087744,Interpolation (In between)
401.40286849251254,1804.0670833908637,889.6742666726755,Interpolation (In between)
401.54332658507786,519.9572210198436,487.52419727539086,Interpolation (In between)
401.96424225702987,1804.0670833908637,941.8914225979372,Interpolation (In between)
402.7782658540914,1804.0670833908637,844.8852172924574,Interpolation (In between)
402.9095855679574,474.95062169910364,409.7777876581976,Interpolation (In between)
402.93522686840726,1804.0670833908637,1003.2677552401237,Interpolation (In between)
403.09258376579334,447.9469361985593,440.12830157530834,Interpolation (In between)
403.46113838181344,624.9813083245931,535.3592078789368,Interpolation (In between)
403.65708731170804,549.5218115614739,587.9220405315226,Destructive (Worse than both)
403.8340436492356,492.50536683243956,417.23261115789626,Interpolation (In between)
403.83466459613663,422.140076701089,276.48165405026936,Synergy (Better than both)
404.2918751832974,444.5107347022391,640.9964105165859,Destructive (Worse than both)
405.6374072572737,440.31713053057655,448.344281177241,Destructive (Worse than both)
405.7159695083491,1804.0670833908637,831.3852457677219,Interpolation (In between)
406.6166753391946,413.7602652537461,407.1630728231547,Interpolation (In between)
406.62699101863,1804.0670833908637,975.5004414483619,Interpolation (In between)
407.33603062461236,622.4636758130073,562.5854348203015,Interpolation (In between)
407.33637690278067,832.8492301872352,574.1001667370813,Interpolation (In between)
407.3399371048485,1804.0670833908637,942.0061316524623,Interpolation (In between)
407.5570615466339,625.9779756085229,678.8028207033409,Destructive (Worse than both)
408.7433992371793,621.5918167318429,480.2127797134064,Interpolation (In between)
408.7798027817811,821.2179132285612,470.8364227200425,Interpolation (In between)
409.42828546153606,522.727463711479,504.43433720136045,Interpolation (In between)
409.53344828533636,702.0302821431175,431.24267209419196,Interpolation (In between)
409.96776386719216,696.199694537481,641.738665170473,Interpolation (In between)
410.426862159454,1804.0670833908637,913.1973741136483,Interpolation (In between)
410.64114481236373,1804.0670833908637,918.5070644668411,Interpolation (In between)
410.738004535676,484.48391553477006,376.71653738569387,Synergy (Better than both)
