Best_Parent,Worst_Parent,Child_Cost,Status,Worst_Parent_Smooth
646.9180053266746,1157.8723919133831,830.8379568778985,Interpolation,1057.4111348728848
646.9606056612763,1157.8723919133831,829.7318684852669,Interpolation,1057.4111348728848
646.9683214066838,736.8852109880913,510.82946659864643,Synergy,1057.4111348728848
646.9818351673753,1157.8723919133831,995.1678905598278,Interpolation,1057.4111348728848
647.0377877719678,1157.8723919133831,1115.2228323099844,Interpolation,1055.4856946912475
647.0453304369876,1157.8723919133831,1008.8922695108233,Interpolation,1055.4856946912475
647.048676924089,1157.8723919133831,911.8471287635482,Interpolation,1054.7023726704253
647.1170850025987,671.1566912910894,578.4310472951552,Synergy,1054.7023726704253
647.1687713556855,1157.8723919133831,1271.1364526362177,Destructive,1054.7023726704253
647.1871439351592,1157.8723919133831,917.308895439158,Interpolation,1054.7023726704253
647.2123786597547,1157.8723919133831,1086.2828440025114,Interpolation,1052.8157354582358
647.2489556556417,1157.8723919133831,837.1987387063568,Interpolation,1052.8157354582358
647.2530033795574,1157.8723919133831,1163.305844331414,Destructive,1052.8157354582358
647.2554148109674,1157.8723919133831,976.2983222752805,Interpolation,1052.8157354582358
647.2578654092158,668.9365779486741,669.6616932849507,Destructive,1052.8157354582358
647.2636481604113,1157.8723919133831,1094.7258572134997,Interpolation,1051.2678912026058
647.2707512097155,1157.8723919133831,1144.5641662961184,Interpolation,1049.5154238098287
647.3163216010402,1157.8723919133831,892.6081576984841,Interpolation,1049.5154238098285
647.3442601370958,1157.8723919133831,1014.0353799572554,Interpolation,1049.5154238098285
647.3612194514502,1082.273286086715,898.0998297459246,Interpolation,1049.5154238098285
647.3754815255415,1157.8723919133831,777.5962112522623,Interpolation,1051.3232149669414
647.381311839461,1157.8723919133831,929.946991713378,Interpolation,1051.3232149669414
647.3831228228992,1157.8723919133831,1055.0816468329274,Interpolation,1051.3232149669414
647.4102985012506,816.4303509022286,898.0943704468452,Destructive,1051.3232149669414
647.430895305094,1157.8723919133831,866.1677630277566,Interpolation,1052.9294104401931
647.4310778338634,1157.8723919133831,1009.3543969343131,Interpolation,1051.5217207826202
647.4339843248035,1157.8723919133831,922.0225485348076,Interpolation,1052.4888578298853
647.4373988390792,1157.8723919133831,807.3801306332512,Interpolation,1052.4888578298853
647.4700909371443,1157.8723919133831,881.1113571339796,Interpolation,1050.5444977588202
647.4725000496778,711.3433533426785,663.2520272620831,Interpolation,1050.5444977588202
647.5101072757114,780.5348458487683,635.430399007196,Synergy,1049.0395370246038
647.5227129891152,762.1032460557303,546.064184065162,Synergy,1047.6299919471558
647.5241993336904,1157.8723919133831,841.1232108592159,Interpolation,1047.6299919471558
647.5389714895807,1157.8723919133831,884.8474509501629,Interpolation,1047.677778487558
647.562801227563,1157.8723919133831,1113.071669336689,Interpolation,1047.677778487558
647.5890044194441,1157.8723919133831,919.1130256081146,Interpolation,1045.9737318046218
647.7007511738736,664.230988219183,685.0661637962241,Destructive,1045.9737318046218
647.7448960469706,1157.8723919133831,915.4722608337465,Interpolation,1047.8671512507367
647.7798891615662,1157.8723919133831,801.4438308441979,Interpolation,1047.8671512507367
647.786165412444,1157.8723919133831,902.2609449658437,Interpolation,1045.9445073802835
647.8093479351576,1157.8723919133831,950.1831003792714,Interpolation,1046.0290266941943
647.8141446442778,1157.8723919133831,921.7792829461182,Interpolation,1045.7928911468332
647.8386820697726,770.2719406162857,747.3013534731261,Interpolation,1045.7928911468332
647.8506836801369,648.1863882656453,653.5259234503151,Destructive,1043.9026024600305
647.8572843804329,661.714545192721,531.191341884513,Synergy,1043.9026024600307
647.8913360358936,1157.8723919133831,982.0868184669096,Interpolation,1043.9026024600307
647.8982675485561,673.3127658529194,465.5447418396551,Synergy,1045.542664663657
647.8989468650213,1157.8723919133831,1170.64784164088,Destructive,1047.2561665496098
647.9082466242253,1157.8723919133831,798.8947377398317,Interpolation,1046.5762469639383
647.9337406686276,1157.8723919133831,797.2754873505312,Interpolation,1046.5762469639383
647.9399811873882,1157.8723919133831,933.4395469712567,Interpolation,1046.5762469639383
647.9794867737202,1157.8723919133831,839.7024487953652,Interpolation,1046.5762469639383
647.9812798477408,1157.8723919133831,885.2186596659554,Interpolation,1046.5762469639383
648.0167289504741,1157.8723919133831,1144.5277680492436,Interpolation,1046.5762469639383
648.0227099627599,678.502190995104,915.7038750087148,Destructive,1046.5762469639383
648.037963592564,1157.8723919133831,899.9482769120215,Interpolation,1046.5762469639383
648.0468761885745,1157.8723919133831,751.4664120589885,Interpolation,1048.445041868288
648.0580650292561,1157.8723919133831,927.536803282736,Interpolation,1049.3988297666097
648.1079340863405,1157.8723919133831,1028.413827302205,Interpolation,1049.3988297666097
648.1422648287212,1157.8723919133831,899.0397714998346,Interpolation,1049.3988297666097
648.1450736706138,666.3825317092751,617.9226945501161,Synergy,1049.1399092715385
648.1500914540819,1157.8723919133831,942.7483569000087,Interpolation,1051.0294277497878
648.1760401282047,1157.8723919133831,1135.9466783573034,Interpolation,1051.0294277497878
648.2119488587423,1157.8723919133831,816.7201881904741,Interpolation,1051.0294277497878
648.252993768883,1157.8723919133831,1059.1156314912464,Interpolation,1049.0053189984758
648.2536594828149,1157.8723919133831,827.3719496089884,Interpolation,1050.8832465539576
648.2671707948886,1157.8723919133831,924.340384875519,Interpolation,1050.8832465539576
648.2694880609923,1157.8723919133831,1023.2148749736524,Interpolation,1050.8832465539576
648.2839298240013,1157.8723919133831,1033.1333547056809,Interpolation,1050.8832465539576
648.3369788545435,1157.8723919133831,744.5830962142292,Interpolation,1050.8832465539576
648.3404042607925,722.344428875343,542.128085200186,Synergy,1050.8832465539576
648.3682867559826,1157.8723919133831,931.1657743309174,Interpolation,1050.8832465539576
648.4034843603727,1157.8723919133831,864.4216574363461,Interpolation,1052.4247058595386
648.4122962339893,1157.8723919133831,801.3842069300734,Interpolation,1052.4247058595386
648.4124445566798,683.5012080958295,869.3182657465527,Destructive,1054.0981294538576
648.484306510058,705.9750617070588,521.3806385390885,Synergy,1054.0981294538576
648.5080696119272,1157.8723919133831,1082.2955933265314,Interpolation,1054.0981294538576
648.52605605028,1157.8723919133831,994.02351907093,Interpolation,1056.0365756470576
648.549829018946,769.2389803691974,829.4790105354845,Destructive,1056.0365756470576
648.5747861624477,844.9694116007415,722.7924881770414,Interpolation,1056.0365756470576
648.6028147817462,706.0723971221654,498.85156368882144,Synergy,1056.0365756470576
648.6291506327276,1157.8723919133831,871.060742713201,Interpolation,1054.1787957791792
648.6482308542388,830.7951565461067,593.3925435749984,Synergy,1054.1787957791792
648.672006838829,1157.8723919133831,867.4204845634458,Interpolation,1054.1787957791792
648.7250478751353,1157.8723919133831,809.4206133971991,Interpolation,1054.1787957791792
648.7323912677398,867.5572856810032,959.4978045807393,Destructive,1054.1787957791792
648.745953192587,1157.8723919133831,756.1874165063217,Interpolation,1052.6545141044173
648.749105923966,1157.8723919133831,854.7109355481504,Interpolation,1052.6545141044173
648.7790963856874,1157.8723919133831,880.9591016117429,Interpolation,1052.6545141044173
648.8033651008309,1157.8723919133831,952.0928966129097,Interpolation,1052.6545141044173
648.8100859995312,1157.8723919133831,750.5228806435173,Interpolation,1054.1314281241614
648.8352405786295,825.2972428090595,633.6580903661961,Synergy,1052.261095560562
648.8547301762849,751.1048198085865,807.0502323204093,Destructive,1050.494922098596
648.8765666997951,1157.8723919133831,1041.5523361188834,Interpolation,1050.494922098596
648.901411704157,778.8069693035841,544.1875288091883,Synergy,1050.494922098596
648.9094166729085,1157.8723919133831,1046.7662016479458,Interpolation,1052.5150804241764
648.915101772685,1062.015666854783,1187.2661249277792,Destructive,1050.5403586594996
648.9671620159418,1157.8723919133831,878.3033605293342,Interpolation,1050.8099819866168
649.0165208234382,1157.8723919133831,1065.7650951326843,Interpolation,1050.8099819866168
649.0538349415249,1157.8723919133831,1181.6655498783819,Destructive,1050.8099819866168
649.0819601054176,1157.8723919133831,1084.8161965165798,Interpolation,1049.5140969023123
649.109633998979,1157.8723919133831,837.4164013660056,Interpolation,1049.5140969023125
649.1557596779575,816.3745325757072,519.6751231802807,Synergy,1049.5140969023123
649.1805875409433,979.331750443912,833.2874637219477,Interpolation,1047.6763421965486
649.205409387786,1157.8723919133831,1114.3342213899955,Interpolation,1047.6763421965486
