UID,Generation,Cost,Parent_A,Parent_B
chrom_74f796d3,0,14477.5054,NONE,NONE
chrom_dd331ecc,0,14552.1663,NONE,NONE
chrom_9523030c,0,14697.9237,NONE,NONE
chrom_b0f99dbd,0,14820.7071,NONE,NONE
chrom_5417f0a5,0,14870.6032,NONE,NONE
chrom_9b581b7b,0,15000.2852,NONE,NONE
chrom_85fdd99f,0,15145.9583,NONE,NONE
chrom_653644a1,0,15165.4675,NONE,NONE
chrom_59789282,0,15975.3435,NONE,NONE
chrom_d9a2b358,0,16030.2333,NONE,NONE
chrom_f835309a,1,14254.5628,chrom_74f796d3,chrom_85fdd99f
chrom_9baf024a,1,14262.5664,chrom_74f796d3,chrom_85fdd99f
chrom_b5c7d130,1,14337.0216,chrom_74f796d3,chrom_5417f0a5
chrom_5701ea33,1,14389.1101,chrom_74f796d3,chrom_9b581b7b
chrom_d3cbf7a6,1,14412.3971,chrom_74f796d3,chrom_9b581b7b
chrom_3f57f10c,1,14439.1403,chrom_74f796d3,chrom_59789282
chrom_74f796d3,0,14477.5054,NONE,NONE
chrom_9863817b,1,14635.4276,chrom_74f796d3,chrom_dd331ecc
chrom_64453506,1,14857.5579,chrom_9523030c,chrom_b0f99dbd
chrom_8e2d378b,1,15005.0322,chrom_5417f0a5,chrom_653644a1
chrom_dbd2e638,2,14063.9032,chrom_9baf024a,chrom_b5c7d130
chrom_ea2d7283,2,14154.8319,chrom_9baf024a,chrom_b5c7d130
chrom_f835309a,1,14254.5628,chrom_74f796d3,chrom_85fdd99f
chrom_380f5b74,2,14254.5628,chrom_f835309a,chrom_9baf024a
chrom_673a55bb,2,14331.1504,chrom_5701ea33,chrom_3f57f10c
chrom_1cd401df,2,14518.2871,chrom_5701ea33,chrom_64453506
chrom_a21b0dd9,2,14569.6582,chrom_d3cbf7a6,chrom_9863817b
chrom_df16f6ce,2,14641.8127,chrom_9baf024a,chrom_5701ea33
chrom_33294192,2,14641.8127,chrom_9baf024a,chrom_5701ea33
chrom_0a98370f,2,14738.4081,chrom_9baf024a,chrom_3f57f10c
chrom_dbd2e638,2,14063.9032,chrom_9baf024a,chrom_b5c7d130
chrom_7a63e090,3,14171.6377,chrom_dbd2e638,chrom_f835309a
chrom_8d7da208,3,14171.6377,chrom_dbd2e638,chrom_f835309a
chrom_5b965fa9,3,14171.6377,chrom_dbd2e638,chrom_380f5b74
chrom_67206e33,3,14242.3078,chrom_f835309a,chrom_380f5b74
chrom_1ab9d133,3,14262.5664,chrom_ea2d7283,chrom_380f5b74
chrom_262ae00f,3,14362.612,chrom_dbd2e638,chrom_a21b0dd9
chrom_7ed4ddc6,3,14389.1101,chrom_673a55bb,chrom_33294192
chrom_8c928a6c,3,14445.5371,chrom_380f5b74,chrom_a21b0dd9
chrom_474c5d39,3,14445.5371,chrom_f835309a,chrom_a21b0dd9
chrom_dbd2e638,2,14063.9032,chrom_9baf024a,chrom_b5c7d130
chrom_cd0ce3ad,4,14146.5112,chrom_7a63e090,chrom_67206e33
chrom_198c726e,4,14171.6377,chrom_dbd2e638,chrom_7a63e090
chrom_e9d35527,4,14171.6377,chrom_8d7da208,chrom_1ab9d133
chrom_679c0105,4,14171.6377,chrom_dbd2e638,chrom_67206e33
chrom_2b205196,4,14171.6377,chrom_7a63e090,chrom_1ab9d133
chrom_f24a8f4f,4,14362.612,chrom_dbd2e638,chrom_474c5d39
chrom_39bc6e9f,4,14362.612,chrom_7a63e090,chrom_262ae00f
chrom_3c66b49c,4,14453.5407,chrom_1ab9d133,chrom_474c5d39
chrom_49a56df9,4,14641.8127,chrom_1ab9d133,chrom_7ed4ddc6
chrom_1b1788cd,5,13916.1169,chrom_dbd2e638,chrom_e9d35527
chrom_dbd2e638,2,14063.9032,chrom_9baf024a,chrom_b5c7d130
chrom_dd1c1f7e,5,14146.5112,chrom_cd0ce3ad,chrom_679c0105
chrom_1e4e94b9,5,14146.5112,chrom_cd0ce3ad,chrom_198c726e
chrom_8658df5c,5,14146.5112,chrom_cd0ce3ad,chrom_2b205196
chrom_3db7c865,5,14171.6377,chrom_198c726e,chrom_e9d35527
chrom_24fa6954,5,14171.6377,chrom_dbd2e638,chrom_cd0ce3ad
chrom_e4532a00,5,14171.6377,chrom_679c0105,chrom_2b205196
chrom_2c76ce25,5,14362.612,chrom_e9d35527,chrom_39bc6e9f
chrom_7f05bd02,5,14362.612,chrom_679c0105,chrom_3c66b49c
chrom_1b1788cd,5,13916.1169,chrom_dbd2e638,chrom_e9d35527
chrom_7e88a9f4,6,14063.9032,chrom_1b1788cd,chrom_dbd2e638
chrom_7c5ea5b0,6,14146.5112,chrom_1e4e94b9,chrom_dd1c1f7e
chrom_e92d4094,6,14146.5112,chrom_dd1c1f7e,chrom_8658df5c
chrom_06d7fc9e,6,14146.5112,chrom_8658df5c,chrom_e4532a00
chrom_52005587,6,14171.6377,chrom_1b1788cd,chrom_24fa6954
chrom_adf03512,6,14171.6377,chrom_dbd2e638,chrom_e4532a00
chrom_d6f88925,6,14171.6377,chrom_dbd2e638,chrom_1e4e94b9
chrom_8778aa33,6,14171.6377,chrom_dbd2e638,chrom_e4532a00
chrom_b99547cb,6,14337.4855,chrom_dd1c1f7e,chrom_2c76ce25
