UID,Generation,Cost,Parent_A,Parent_B
chrom_89183340,0,14387.3973,NONE,NONE
chrom_19ca5644,0,15019.9814,NONE,NONE
chrom_ade5c3c2,0,15111.6132,NONE,NONE
chrom_9d92407d,0,15168.1677,NONE,NONE
chrom_925632a5,0,15293.7274,NONE,NONE
chrom_e45e398d,0,15355.0209,NONE,NONE
chrom_f8a6d725,0,15527.1355,NONE,NONE
chrom_98aed3a2,0,15546.6385,NONE,NONE
chrom_893ed4aa,0,15786.3121,NONE,NONE
chrom_2c9bff06,0,16461.1097,NONE,NONE
chrom_89183340,0,14387.3973,NONE,NONE
chrom_e18e6a92,1,14624.5659,chrom_9d92407d,chrom_e45e398d
chrom_5797015f,1,14627.5955,chrom_9d92407d,chrom_e45e398d
chrom_3300b1e6,1,14838.0182,chrom_89183340,chrom_9d92407d
chrom_5660f077,1,14840.9782,chrom_9d92407d,chrom_925632a5
chrom_23bf517d,1,14892.6867,chrom_19ca5644,chrom_98aed3a2
chrom_8b02b978,1,15033.8933,chrom_89183340,chrom_ade5c3c2
chrom_ed58e90b,1,15087.0285,chrom_89183340,chrom_893ed4aa
chrom_36609bbe,1,15139.8621,chrom_ade5c3c2,chrom_9d92407d
chrom_fd7eaa0b,1,15480.1372,chrom_ade5c3c2,chrom_98aed3a2
chrom_89183340,0,14387.3973,NONE,NONE
chrom_c9c8edf8,2,14790.0049,chrom_e18e6a92,chrom_3300b1e6
chrom_c10c3f88,2,14792.0747,chrom_89183340,chrom_5660f077
chrom_9c36eaef,2,14833.7157,chrom_89183340,chrom_5797015f
chrom_90d75c5c,2,14895.3001,chrom_e18e6a92,chrom_ed58e90b
chrom_0e1ada0b,2,14897.413,chrom_8b02b978,chrom_36609bbe
chrom_2328103b,2,14906.9952,chrom_5660f077,chrom_8b02b978
chrom_eb3830e3,2,14959.9611,chrom_3300b1e6,chrom_ed58e90b
chrom_ff001555,2,14996.3616,chrom_5660f077,chrom_23bf517d
chrom_708d1211,2,15018.2329,chrom_23bf517d,chrom_ed58e90b
chrom_89183340,0,14387.3973,NONE,NONE
chrom_baeb1e72,3,14769.0548,chrom_c9c8edf8,chrom_9c36eaef
chrom_70f40b01,3,14792.0747,chrom_89183340,chrom_c10c3f88
chrom_00d89f3d,3,14815.8584,chrom_c9c8edf8,chrom_0e1ada0b
chrom_e2318670,3,14885.0586,chrom_90d75c5c,chrom_0e1ada0b
chrom_960ebeb5,3,14895.3001,chrom_90d75c5c,chrom_eb3830e3
chrom_4a2aeca0,3,14895.3001,chrom_90d75c5c,chrom_eb3830e3
chrom_7a6fa458,3,14959.9611,chrom_9c36eaef,chrom_90d75c5c
chrom_844c04c8,3,14959.9611,chrom_89183340,chrom_eb3830e3
chrom_a859208a,3,14959.9611,chrom_c10c3f88,chrom_90d75c5c
chrom_89183340,0,14387.3973,NONE,NONE
chrom_b3e1eed7,4,14753.5507,chrom_89183340,chrom_00d89f3d
chrom_1f32090f,4,14792.0747,chrom_89183340,chrom_70f40b01
chrom_0ae2a122,4,14792.0747,chrom_89183340,chrom_70f40b01
chrom_001081d9,4,14792.0747,chrom_89183340,chrom_70f40b01
chrom_d90f908c,4,14895.3001,chrom_960ebeb5,chrom_4a2aeca0
chrom_f7a37ac4,4,14895.3001,chrom_baeb1e72,chrom_960ebeb5
chrom_dd47fb71,4,14895.3001,chrom_baeb1e72,chrom_960ebeb5
chrom_008dfabf,4,15356.3332,chrom_e2318670,chrom_960ebeb5
chrom_ef0bcca2,4,15356.3332,chrom_e2318670,chrom_4a2aeca0
chrom_89183340,0,14387.3973,NONE,NONE
chrom_ba27c517,5,14792.0747,chrom_001081d9,chrom_1f32090f
chrom_dde780c2,5,14792.0747,chrom_001081d9,chrom_1f32090f
chrom_f3554baf,5,14792.0747,chrom_89183340,chrom_1f32090f
chrom_4543b3cd,5,14792.0747,chrom_89183340,chrom_001081d9
chrom_7f72fac4,5,14792.0747,chrom_001081d9,chrom_1f32090f
chrom_fff98eda,5,14948.3634,chrom_b3e1eed7,chrom_001081d9
chrom_7c57f89a,5,14948.3634,chrom_b3e1eed7,chrom_001081d9
chrom_50d9d25b,5,14959.9611,chrom_89183340,chrom_f7a37ac4
chrom_1704f6f4,5,15137.5024,chrom_b3e1eed7,chrom_f7a37ac4
chrom_89183340,0,14387.3973,NONE,NONE
chrom_f0097046,6,14791.5854,chrom_ba27c517,chrom_dde780c2
chrom_0cba374d,6,14792.0747,chrom_f3554baf,chrom_7f72fac4
chrom_46ecf99f,6,14792.0747,chrom_89183340,chrom_f3554baf
chrom_228ae74b,6,14792.0747,chrom_dde780c2,chrom_7f72fac4
chrom_76711893,6,14792.0747,chrom_89183340,chrom_dde780c2
chrom_f84fb917,6,14948.3634,chrom_4543b3cd,chrom_7c57f89a
chrom_e50c20b3,6,14948.3634,chrom_ba27c517,chrom_fff98eda
chrom_5a4d14f6,6,14948.3634,chrom_7f72fac4,chrom_7c57f89a
chrom_4449642c,6,14948.3634,chrom_f3554baf,chrom_fff98eda
chrom_89183340,0,14387.3973,NONE,NONE
chrom_1b2fcef4,7,14744.9924,chrom_228ae74b,chrom_e50c20b3
chrom_6bf53ef1,7,14753.0615,chrom_f0097046,chrom_5a4d14f6
chrom_64b35530,7,14791.5653,chrom_f0097046,chrom_228ae74b
chrom_629c3499,7,14792.0747,chrom_89183340,chrom_f0097046
chrom_9d6997f1,7,14792.0747,chrom_89183340,chrom_0cba374d
chrom_15a65a4a,7,14792.0747,chrom_89183340,chrom_46ecf99f
chrom_e00efd71,7,14792.0747,chrom_89183340,chrom_0cba374d
chrom_f82b0b5b,7,14948.3634,chrom_46ecf99f,chrom_f84fb917
chrom_73c7f7aa,7,14948.3634,chrom_46ecf99f,chrom_e50c20b3
chrom_89183340,0,14387.3973,NONE,NONE
chrom_baebd068,8,14708.4451,chrom_6bf53ef1,chrom_e00efd71
chrom_0d75b2e5,8,14744.9924,chrom_89183340,chrom_1b2fcef4
chrom_46bc0316,8,14753.5507,chrom_1b2fcef4,chrom_6bf53ef1
chrom_df2ca33c,8,14791.5653,chrom_64b35530,chrom_15a65a4a
chrom_738a4aab,8,14791.5653,chrom_64b35530,chrom_9d6997f1
chrom_c0ecb955,8,14792.0747,chrom_e00efd71,chrom_629c3499
chrom_bf721e04,8,14792.0747,chrom_9d6997f1,chrom_e00efd71
chrom_9f19c6c3,8,14792.0747,chrom_1b2fcef4,chrom_629c3499
chrom_6a80d048,8,14948.3634,chrom_1b2fcef4,chrom_f82b0b5b
chrom_89183340,0,14387.3973,NONE,NONE
chrom_7bc95c58,9,14675.8386,chrom_baebd068,chrom_0d75b2e5
chrom_a0a27a82,9,14675.8386,chrom_baebd068,chrom_0d75b2e5
chrom_dedf15e8,9,14708.4451,chrom_baebd068,chrom_738a4aab
chrom_8256f34c,9,14744.9924,chrom_89183340,chrom_0d75b2e5
chrom_cc5a6f43,9,14753.5507,chrom_89183340,chrom_46bc0316
chrom_7dea7c70,9,14792.0747,chrom_89183340,chrom_738a4aab
chrom_18fb4d1d,9,14792.0747,chrom_89183340,chrom_baebd068
chrom_765549e0,9,14792.0747,chrom_89183340,chrom_baebd068
chrom_a9715494,9,14792.0747,chrom_89183340,chrom_df2ca33c
chrom_89183340,0,14387.3973,NONE,NONE
chrom_77ad2970,10,14653.5014,chrom_a0a27a82,chrom_8256f34c
chrom_d41a0204,10,14675.8386,chrom_7bc95c58,chrom_a0a27a82
chrom_45293f7c,10,14708.4451,chrom_dedf15e8,chrom_a9715494
chrom_c764f994,10,14708.4451,chrom_a0a27a82,chrom_7dea7c70
chrom_050cf676,10,14708.4451,chrom_7bc95c58,chrom_765549e0
chrom_702225d1,10,14708.4451,chrom_7bc95c58,chrom_7dea7c70
chrom_5abc18c0,10,14744.9924,chrom_89183340,chrom_a0a27a82
chrom_5dedc4d6,10,14753.5507,chrom_89183340,chrom_cc5a6f43
chrom_342a16e8,10,14948.3634,chrom_cc5a6f43,chrom_a9715494
chrom_89183340,0,14387.3973,NONE,NONE
chrom_a5e48fd6,11,14481.2587,chrom_77ad2970,chrom_d41a0204
chrom_6fa0fcf7,11,14684.3969,chrom_702225d1,chrom_5dedc4d6
chrom_d948630d,11,14708.4451,chrom_d41a0204,chrom_050cf676
chrom_ae098eae,11,14708.4451,chrom_702225d1,chrom_45293f7c
chrom_872236b9,11,14708.4451,chrom_702225d1,chrom_050cf676
chrom_c79d1dd7,11,14708.4451,chrom_d41a0204,chrom_702225d1
chrom_041324ad,11,14744.9924,chrom_89183340,chrom_77ad2970
chrom_a31a78ca,11,14792.0747,chrom_89183340,chrom_45293f7c
chrom_4e1dc2f9,11,14811.2264,chrom_77ad2970,chrom_45293f7c
chrom_89183340,0,14387.3973,NONE,NONE
chrom_1e2436e6,12,14665.9595,chrom_ae098eae,chrom_041324ad
chrom_c4ecfa63,12,14675.8386,chrom_ae098eae,chrom_041324ad
chrom_424ad5e0,12,14708.4451,chrom_6fa0fcf7,chrom_c79d1dd7
chrom_3441b4f8,12,14708.4451,chrom_872236b9,chrom_d948630d
chrom_97b42c72,12,14708.4451,chrom_ae098eae,chrom_d948630d
chrom_72d399df,12,14753.5507,chrom_89183340,chrom_6fa0fcf7
chrom_be733a19,12,14811.2264,chrom_a5e48fd6,chrom_d948630d
chrom_dd9c3e82,12,14811.2264,chrom_a5e48fd6,chrom_872236b9
chrom_fa265d6a,12,14811.2264,chrom_a5e48fd6,chrom_d948630d
chrom_89183340,0,14387.3973,NONE,NONE
chrom_24de41ba,13,14665.9595,chrom_1e2436e6,chrom_c4ecfa63
chrom_a929474a,13,14665.9595,chrom_1e2436e6,chrom_c4ecfa63
chrom_a4bbaf28,13,14675.0144,chrom_424ad5e0,chrom_dd9c3e82
chrom_21269b7b,13,14675.8386,chrom_c4ecfa63,chrom_fa265d6a
chrom_efe9bcbb,13,14698.566,chrom_1e2436e6,chrom_3441b4f8
chrom_8f0c8dbc,13,14735.1133,chrom_89183340,chrom_1e2436e6
chrom_101f1e53,13,14792.0747,chrom_89183340,chrom_3441b4f8
chrom_b133d6c7,13,14792.0747,chrom_89183340,chrom_3441b4f8
chrom_347b991e,13,14811.2264,chrom_dd9c3e82,chrom_be733a19
chrom_89183340,0,14387.3973,NONE,NONE
chrom_b53f1e4d,14,14513.3548,chrom_a4bbaf28,chrom_8f0c8dbc
chrom_26fbe8dc,14,14675.8386,chrom_24de41ba,chrom_21269b7b
chrom_46c5e2da,14,14675.8386,chrom_a4bbaf28,chrom_21269b7b
chrom_7d8d6d4a,14,14735.1133,chrom_89183340,chrom_a929474a
chrom_6f48852d,14,14735.1133,chrom_89183340,chrom_8f0c8dbc
chrom_73b57b72,14,14735.1133,chrom_89183340,chrom_a929474a
chrom_5c57a4d3,14,14744.9924,chrom_89183340,chrom_a4bbaf28
chrom_15c18308,14,14744.9924,chrom_89183340,chrom_a4bbaf28
chrom_455c39c9,14,14782.1956,chrom_8f0c8dbc,chrom_101f1e53
chrom_89183340,0,14387.3973,NONE,NONE
chrom_590bf470,15,14479.3126,chrom_b53f1e4d,chrom_6f48852d
chrom_17a4ce82,15,14504.9962,chrom_b53f1e4d,chrom_26fbe8dc
chrom_a9f5210c,15,14523.2339,chrom_b53f1e4d,chrom_26fbe8dc
chrom_78c42371,15,14582.5086,chrom_89183340,chrom_b53f1e4d
chrom_1a4a946b,15,14665.9595,chrom_26fbe8dc,chrom_6f48852d
