Best_Parent_Cost,Parental_Gap,Child_RPI,Synergy
339.4539507719299,68.84441666363324,1.223048306063015,False
389.0080551293956,126.81841329611626,0.389938163589757,False
371.0451097500556,142.66716309917757,0.21010065902360403,False
338.65660129629106,384.49641028618765,0.33650796604661126,False
611.5878331505498,108.76500900179417,-0.7911789445166462,True
445.575253304961,201.08108052693132,1.0254480632346419,False
437.51771047414223,253.35210581599762,0.6238029398706698,False
357.9554517424696,240.95823996800135,0.7031499053844569,False
306.4027636325601,33.98957857196319,0.14805023966474798,False
433.4599440175667,91.52101955492037,-0.1630358090079255,True
427.103527490566,87.67764010189677,1.2894270863277957,False
419.6168315758923,26.144426582722474,0.4964751143483175,False
550.4653227818204,95.3097815561215,0.07443156448988637,False
342.95035669343287,75.91037781307296,-0.13876058068512784,True
381.5099402972736,93.69929088569125,0.5361533160394951,False
430.6217624578433,71.64659454670027,-0.5807771557879041,True
418.2405504802782,42.55035055099722,2.589151869303,False
512.025843443884,109.01741653612567,1.074269458374961,False
398.29576760465307,83.36116160497568,2.860247279403647,False
547.367089968938,103.90965022679484,1.3350467206213443,False
368.6842313040271,125.14074760909398,1.850987509914612,False
540.756704174128,56.686604281890936,1.698324928429672,False
335.3849930562661,447.92911995208794,0.2033329387992582,False
331.763220375002,162.2474031340643,1.3323509643453078,False
347.29662543845615,111.48481711549783,0.5828829141273181,False
405.0529542209455,0.8008054033093686,99.7541910444784,False
430.4777907473084,351.5426557565237,0.46273173767624043,False
464.7065003293428,59.739705658313824,-1.2679010458490076,True
409.55897545279674,113.50656501713013,0.33023846016999636,False
364.26472345589946,217.77617643220242,0.5960334858259133,False
426.1005642634838,149.7803700259165,0.9552385281455072,False
349.47624626395736,353.927486998928,0.19439996599162915,False
333.4102379805333,4.453531266706591,14.88856297030558,False
414.88548382243306,179.25959400102153,0.5156906183630549,False
313.64823112083116,113.58175561159032,0.5454769322482282,False
481.56542004741334,15.542445761864258,11.399644042727042,False
374.3782789098338,50.53132815077481,-0.14513512930241987,True
309.9624491747044,130.80085886346296,0.07427109476072277,False
453.961968529257,68.2035677933385,-0.7856587114036276,True
515.4416680972906,10.977852431429255,15.190616377522218,False
275.2517940314075,212.3574786197771,0.7754643837513853,False
366.70678518363945,110.51090514734824,-0.8262224399268683,True
556.4315315549335,170.6553097159101,-0.5052104452315156,True
512.989375787035,12.93072777409634,3.7525846769581217,False
340.41064088667815,284.2257491024692,0.5240584962828506,False
440.3214924045944,177.97972360743012,1.6982151714786653,False
464.72490122136406,280.6367313777918,0.5385253844826535,False
677.0533179887254,64.05302072946029,-0.7033451658861467,True
514.103968203628,228.82759864452078,0.8231623576896958,False
335.5508713865032,231.68394087502259,0.17115355063802037,False
487.79634085269555,100.50195763611504,0.3866054279756667,False
404.3248542472246,93.3212964163423,-0.4645908710506785,True
435.28939201166105,332.21430713750937,0.15377544630715792,False
426.82595085874345,89.21401001136815,0.04997603612385058,False
482.2905144701068,146.16754973993613,0.1922254595472997,False
392.5979674990414,312.992944555622,0.18373070553303847,False
430.6545559714717,215.73636277847606,0.850217109731619,False
401.3669162507255,114.48136126259789,-0.5684393654743117,True
359.8567821149738,149.2533070195297,0.8103012411812407,False
449.2103440858285,886.8801467093418,0.3596994383110484,False
329.4038678255684,63.93268037968079,1.8224586123139905,False
439.9858795810675,51.199942904813156,1.5951909648904734,False
376.9304124934421,113.07519973653024,-0.08209331571325648,True
401.00486936585173,378.82250770888606,0.7901610871945598,False
298.1857341647495,109.62451447680866,0.4888394006083158,False
413.0758899696636,86.57239624488494,0.7741008052568007,False
406.71533974523726,163.28148347709117,0.66144085872592,False
371.1433315690596,105.47492425794752,-0.5353958618490076,True
403.57436698718556,20.986940947561095,-0.1074640349714275,True
395.23017953132097,219.09752423700678,0.33475350596380943,False
323.84720464966415,76.18901575253147,0.8945770027757919,False
400.7236305373325,196.08109309356485,0.5107898501952534,False
428.0387581269398,43.426258084339224,0.8499460511778555,False
538.5599342690934,119.13464473475494,1.2039103628214076,False
442.9965801968748,121.03733258666841,0.9154758385122065,False
419.203932242101,389.30706916732584,0.6174675398909711,False
497.8370306441333,177.29774780380978,1.4183837087588662,False
425.51455552705363,65.22041007719292,0.01715720298807515,False
298.9338229894588,307.0298833086588,-0.28328343149035157,True
302.6616473829149,142.23717343320357,0.7196470943188537,False
436.79077842690094,176.4304832594686,-0.046086461970215986,True
362.51750725763617,94.35060142471269,0.9165769641998791,False
414.74827064722047,418.26704552369904,0.5104035563607697,False
608.7581902224614,47.54844544196203,-2.504998511627808,True
342.4100500938903,4.5253511378670055,4.071597296117854,False
319.5077118002001,126.47529924911805,0.6260210938705736,False
355.7730519629128,151.89497660467669,0.318029885099144,False
488.98701502980947,102.22165671146632,0.8564688191427737,False
475.97823180779415,149.27625050783445,-0.4084261977954288,True
391.4992705836014,555.9494308776358,0.3955678138200858,False
532.3850147948535,43.548942482305165,6.781257952236016,False
410.01679812677,177.61638061383496,1.3837033060290387,False
545.3965959965494,18.091092992749964,-1.1007012333592836,True
357.36412348916144,330.9544851576935,0.6162484405862636,False
529.0522875124278,223.26349680015744,0.3894166199484125,False
405.47963628219316,14.367679158746682,-1.1429226211865355,True
419.4399926759831,283.7587031659646,-0.15416681847942273,True
301.02491688851694,152.45238853220275,1.1851934475920156,False
377.68741855493346,119.92649468394876,-0.4317125696879573,True
277.7563184130827,579.9227790803848,0.473896872217147,False
521.5708521296026,252.20756394380783,1.3852677339337518,False
269.7307352080514,75.32679888521909,-0.4461184226225766,True
290.33319757912335,487.2934584511059,0.27472558684804355,False
427.41934012525434,154.0138857946609,0.5757932713580053,False
422.2779619540062,24.31739799698289,4.079710197445757,False
475.62437258753306,60.50001273449749,1.162375321576448,False
441.2513051999489,443.18111224101995,0.5005098517327603,False
349.00285793133065,328.8675267702376,0.23754295478981752,False
619.2205586594382,75.450527248821,0.5914099782703667,False
510.0087260546299,13.449489046792962,0.278651741557704,False
466.42068434294,631.2313423090834,0.32961146553677484,False
348.71866391136456,153.1421073773742,-0.032986743450680714,True
524.4993743771842,60.75938975412282,-0.8698694421604356,True
627.8247933955149,55.4302935150813,0.1671238811125766,False
531.1657325171038,577.9461046555077,0.40874178149585993,False
431.15155134048945,159.51762719536583,1.0743592884296644,False
246.71467491734273,456.92310061979236,0.5359894881195086,False
321.97484845978863,198.68001956642206,0.8370338597933192,False
432.57382694012415,131.14554891734872,0.9127242282113036,False
417.98168122737115,61.29290815188898,-0.1154623147063962,True
421.5536204498928,142.62451301089578,0.2527644423165437,False
345.82667450806713,30.827403754835586,0.5871542007597605,False
402.67557161095016,0.9729953528176907,74.64464020833219,False
590.7422899053769,193.7763683848508,-0.15336101570850713,True
389.63883998208127,1.967739808628778,16.847304045281135,False
319.9517675014496,185.3015861289179,0.14829911462506312,False
376.64265244890856,75.14753215849532,-0.5333275985135328,True
422.5136149805368,69.87460237061083,1.349635381229926,False
