UID,Generation,Cost,Parent_A,Parent_B
chrom_fd4b4874,0,15038.9436,NONE,NONE
chrom_373768e8,0,15451.822,NONE,NONE
chrom_c5819126,0,17471.8423,NONE,NONE
chrom_fd4b4874,0,15038.9436,NONE,NONE
chrom_9094fbd4,1,15070.5321,chrom_fd4b4874,chrom_373768e8
chrom_373768e8,0,15451.822,NONE,NONE
chrom_33a0cf64,2,11725.1509,chrom_fd4b4874,chrom_9094fbd4
chrom_fd4b4874,0,15038.9436,NONE,NONE
chrom_9094fbd4,1,15070.5321,chrom_fd4b4874,chrom_373768e8
